year T_MMCP2.6 T_MMCP4.5 T_MMCP6.0 T_MMCP-break T_MMCP8.5 T_MMCP-feedback 
 7271 1.352 4.783 6.736 9.778 12.155 13.799 
 7272 1.305 4.703 6.703 9.743 12.169 13.820 
 7273 1.299 4.648 6.630 9.706 12.179 13.798 
 7274 1.296 4.679 6.592 9.725 12.133 13.749 
 7275 1.317 4.686 6.578 9.688 12.103 13.745 
 7276 1.408 4.678 6.619 9.721 12.057 13.742 
 7277 1.360 4.653 6.606 9.733 12.025 13.753 
 7278 1.411 4.712 6.580 9.749 12.093 13.750 
 7279 1.450 4.716 6.586 9.768 12.072 13.778 
 7280 1.480 4.699 6.589 9.758 12.088 13.843 
 7281 1.496 4.721 6.617 9.750 12.072 13.869 
 7282 1.451 4.686 6.635 9.736 12.100 13.890 
 7283 1.406 4.712 6.650 9.765 12.029 13.904 
 7284 1.336 4.740 6.587 9.746 12.026 13.914 
 7285 1.272 4.728 6.615 9.762 12.043 13.967 
 7286 1.314 4.665 6.626 9.743 12.016 13.957 
 7287 1.238 4.671 6.615 9.708 12.011 13.947 
 7288 1.194 4.581 6.624 9.720 11.994 13.961 
 7289 1.180 4.576 6.628 9.721 11.990 13.913 
 7290 1.152 4.602 6.602 9.723 12.016 13.901 
 7291 1.114 4.661 6.625 9.740 12.021 13.910 
 7292 1.102 4.674 6.690 9.740 11.993 13.952 
 7293 1.165 4.689 6.738 9.776 11.955 13.925 
 7294 1.191 4.691 6.779 9.778 11.960 13.950 
 7295 1.197 4.689 6.830 9.775 12.026 14.007 
 7296 1.261 4.732 6.887 9.825 12.050 13.964 
 7297 1.256 4.794 6.847 9.846 12.058 13.930 
 7298 1.239 4.866 6.864 9.854 12.074 13.938 
 7299 1.238 4.891 6.861 9.876 12.090 13.954 
 7300 1.180 4.931 6.867 9.856 12.100 13.965 
 7301 1.163 4.947 6.922 9.911 12.111 13.911 
 7302 1.170 4.953 6.900 9.963 12.110 13.878 
 7303 1.164 4.975 6.849 9.981 12.130 13.900 
 7304 1.220 4.995 6.803 9.977 12.175 13.881 
 7305 1.263 4.964 6.855 10.005 12.185 13.858 
 7306 1.324 4.985 6.833 10.016 12.185 13.838 
 7307 1.312 5.005 6.847 10.061 12.206 13.817 
 7308 1.400 4.995 6.876 10.035 12.180 13.852 
 7309 1.445 5.105 6.889 10.041 12.237 13.827 
 7310 1.493 5.110 6.890 10.060 12.215 13.886 
 7311 1.419 5.119 6.910 10.068 12.210 13.895 
 7312 1.432 5.129 6.899 10.079 12.197 13.912 
 7313 1.378 5.178 6.897 10.064 12.238 13.852 
 7314 1.361 5.173 6.860 10.066 12.234 13.856 
 7315 1.309 5.218 6.840 10.089 12.199 13.838 
 7316 1.321 5.202 6.819 10.094 12.190 13.801 
 7317 1.291 5.026 6.773 10.064 12.170 13.829 
 7318 1.259 5.000 6.792 10.050 12.159 13.861 
 7319 1.264 5.015 6.767 9.989 12.188 13.813 
 7320 1.227 4.985 6.754 9.995 12.142 13.856 
 7321 1.290 4.923 6.746 10.016 12.121 13.872 
 7322 1.325 4.930 6.707 9.991 12.123 13.889 
 7323 1.336 4.927 6.747 9.978 12.130 13.902 
 7324 1.337 4.932 6.814 9.956 12.109 13.857 
 7325 1.246 4.948 6.789 9.920 12.126 13.842 
 7326 1.278 4.966 6.777 9.885 12.117 13.879 
 7327 1.300 4.968 6.757 9.879 12.087 13.883 
 7328 1.315 5.033 6.769 9.827 12.094 13.898 
 7329 1.284 5.034 6.708 9.863 12.098 13.865 
 7330 1.290 4.939 6.650 9.841 12.115 13.922 
 7331 1.267 4.987 6.645 9.814 12.064 13.906 
 7332 1.321 4.975 6.627 9.833 12.074 13.864 
 7333 1.342 4.894 6.652 9.839 12.093 13.862 
 7334 1.387 4.867 6.613 9.890 12.066 13.860 
 7335 1.362 4.943 6.644 9.868 12.109 13.878 
 7336 1.427 4.933 6.667 9.851 12.097 13.904 
 7337 1.478 4.892 6.668 9.818 12.120 13.906 
 7338 1.486 5.000 6.700 9.841 12.130 13.899 
 7339 1.482 4.955 6.691 9.812 12.162 13.842 
 7340 1.421 4.916 6.691 9.810 12.138 13.888 
 7341 1.443 4.920 6.661 9.819 12.124 13.820 
 7342 1.442 4.912 6.668 9.827 12.156 13.762 
 7343 1.414 4.962 6.656 9.839 12.140 13.758 
 7344 1.378 4.969 6.653 9.846 12.131 13.756 
 7345 1.418 4.978 6.659 9.878 12.100 13.778 
 7346 1.488 4.989 6.677 9.902 12.064 13.790 
 7347 1.414 4.967 6.675 9.935 12.058 13.743 
 7348 1.375 4.955 6.667 9.944 12.051 13.730 
 7349 1.368 4.990 6.674 9.997 12.012 13.754 
 7350 1.347 4.964 6.688 9.968 12.001 13.763 
 7351 1.301 5.048 6.731 9.957 11.955 13.738 
 7352 1.300 5.032 6.735 9.967 11.980 13.742 
 7353 1.312 5.047 6.773 9.960 12.003 13.787 
 7354 1.329 5.063 6.760 9.952 12.020 13.789 
 7355 1.325 5.055 6.739 9.951 12.020 13.825 
 7356 1.341 4.978 6.743 9.966 12.006 13.823 
 7357 1.319 4.924 6.750 9.952 12.027 13.789 
 7358 1.246 4.975 6.761 9.958 12.014 13.806 
 7359 1.206 4.987 6.751 9.926 11.997 13.800 
 7360 1.190 5.010 6.746 9.911 11.920 13.853 
 7361 1.251 4.993 6.792 9.935 11.930 13.839 
 7362 1.267 5.018 6.836 9.921 11.940 13.840 
 7363 1.275 5.071 6.818 9.902 11.875 13.859 
 7364 1.199 5.060 6.790 9.881 11.880 13.850 
 7365 1.185 5.062 6.760 9.842 11.878 13.847 
 7366 1.157 5.015 6.732 9.855 11.923 13.862 
 7367 1.090 4.997 6.746 9.857 11.878 13.867 
 7368 1.139 5.027 6.716 9.854 11.895 13.885 
 7369 1.202 5.011 6.758 9.816 11.869 13.908 
 7370 1.175 4.942 6.746 9.797 11.908 13.878 
 7371 1.187 4.933 6.754 9.813 11.935 13.835 
 7372 1.211 4.839 6.745 9.836 11.920 13.873 
 7373 1.206 4.829 6.692 9.844 11.938 13.875 
 7374 1.208 4.887 6.680 9.881 11.898 13.891 
 7375 1.160 4.912 6.700 9.888 11.867 13.904 
 7376 1.165 4.915 6.693 9.885 11.866 13.827 
 7377 1.185 4.961 6.648 9.893 11.805 13.851 
 7378 1.223 4.991 6.621 9.917 11.756 13.844 
 7379 1.280 4.965 6.633 9.934 11.709 13.820 
 7380 1.332 4.951 6.627 9.937 11.722 13.851 
 7381 1.365 4.971 6.624 9.987 11.725 13.814 
 7382 1.380 5.010 6.617 9.999 11.670 13.804 
 7383 1.357 4.989 6.635 9.991 11.671 13.849 
 7384 1.350 4.996 6.658 9.998 11.670 13.851 
 7385 1.429 4.874 6.683 9.960 11.620 13.873 
 7386 1.439 4.823 6.698 9.980 11.566 13.882 
 7387 1.442 4.873 6.690 9.977 11.558 13.876 
 7388 1.496 4.888 6.692 9.944 11.583 13.906 
 7389 1.517 4.871 6.692 9.973 11.590 13.947 
 7390 1.515 4.866 6.696 9.969 11.614 13.904 
 7391 1.530 4.946 6.727 9.992 11.592 13.902 
 7392 1.590 4.984 6.747 10.015 11.584 13.936 
 7393 1.628 4.989 6.731 10.038 11.608 13.862 
 7394 1.675 4.938 6.802 10.049 11.608 13.838 
 7395 1.664 4.899 6.786 9.978 11.558 13.807 
 7396 1.684 4.917 6.794 9.980 11.517 13.813 
 7397 1.695 4.999 6.835 9.993 11.515 13.859 
 7398 1.690 4.978 6.898 9.977 11.583 13.826 
 7399 1.641 4.963 6.953 9.944 11.622 13.858 
 7400 1.546 5.005 6.942 9.959 11.682 13.889 
 7401 1.498 5.032 6.941 9.966 11.685 13.851 
 7402 1.523 5.030 6.973 9.945 11.713 13.873 
 7403 1.576 4.981 6.940 9.955 11.758 13.927 
 7404 1.563 4.945 6.944 9.940 11.754 13.959 
 7405 1.518 4.869 6.929 9.910 11.796 13.956 
 7406 1.506 4.958 6.938 9.936 11.830 13.951 
 7407 1.528 4.991 6.937 9.966 11.848 13.959 
 7408 1.569 4.933 6.911 9.938 11.809 13.954 
 7409 1.579 4.904 6.917 9.940 11.826 13.943 
 7410 1.558 4.929 6.919 9.936 11.814 13.938 
 7411 1.473 4.901 6.897 9.948 11.816 13.953 
 7412 1.498 4.749 6.862 9.928 11.827 13.962 
 7413 1.490 4.709 6.913 9.887 11.796 13.992 
 7414 1.491 4.714 6.910 9.860 11.788 14.032 
 7415 1.480 4.753 6.899 9.854 11.778 14.067 
 7416 1.472 4.697 6.930 9.894 11.798 14.121 
 7417 1.469 4.696 6.914 9.870 11.847 14.079 
 7418 1.448 4.604 6.907 9.839 11.850 14.091 
 7419 1.449 4.585 6.860 9.869 11.833 14.131 
 7420 1.441 4.598 6.816 9.905 11.877 14.139 
 7421 1.464 4.541 6.769 9.906 11.873 14.135 
 7422 1.502 4.495 6.766 9.904 11.891 14.165 
 7423 1.505 4.537 6.720 9.897 11.885 14.197 
 7424 1.477 4.527 6.723 9.865 11.864 14.198 
 7425 1.482 4.568 6.685 9.873 11.849 14.169 
 7426 1.527 4.633 6.636 9.926 11.854 14.179 
 7427 1.536 4.547 6.623 9.936 11.837 14.204 
 7428 1.489 4.545 6.640 9.928 11.850 14.203 
 7429 1.433 4.497 6.693 9.921 11.817 14.212 
 7430 1.409 4.495 6.678 9.976 11.823 14.220 
 7431 1.416 4.468 6.676 9.993 11.830 14.180 
 7432 1.480 4.470 6.691 10.013 11.813 14.193 
 7433 1.436 4.588 6.675 10.009 11.832 14.187 
 7434 1.402 4.650 6.587 10.025 11.870 14.133 
 7435 1.384 4.715 6.553 10.044 11.854 14.118 
 7436 1.392 4.752 6.565 10.057 11.848 14.129 
 7437 1.379 4.826 6.540 10.067 11.840 14.107 
 7438 1.374 4.724 6.535 10.078 11.823 14.124 
 7439 1.353 4.720 6.529 10.066 11.809 14.112 
 7440 1.359 4.714 6.546 10.047 11.770 14.112 
 7441 1.361 4.763 6.550 10.036 11.699 14.089 
 7442 1.399 4.822 6.607 9.970 11.679 14.076 
 7443 1.391 4.907 6.650 9.987 11.656 14.082 
 7444 1.361 4.888 6.697 9.987 11.649 14.068 
 7445 1.357 4.903 6.739 10.036 11.618 14.050 
 7446 1.348 4.921 6.729 10.053 11.626 14.007 
 7447 1.346 4.921 6.772 10.046 11.643 13.987 
 7448 1.319 5.007 6.765 10.035 11.666 13.997 
 7449 1.353 5.004 6.724 10.016 11.693 13.997 
 7450 1.349 5.066 6.685 9.999 11.705 13.987 
 7451 1.330 5.034 6.684 9.980 11.756 13.959 
 7452 1.309 5.034 6.698 9.892 11.745 13.985 
 7453 1.299 5.083 6.678 9.825 11.735 13.977 
 7454 1.343 5.133 6.625 9.802 11.670 13.997 
 7455 1.376 5.138 6.618 9.804 11.632 14.011 
 7456 1.364 5.165 6.654 9.820 11.600 14.004 
 7457 1.341 5.132 6.632 9.826 11.583 13.988 
 7458 1.343 5.156 6.649 9.810 11.561 13.961 
 7459 1.322 5.236 6.632 9.849 11.535 13.965 
 7460 1.320 5.264 6.629 9.864 11.526 13.933 
 7461 1.290 5.328 6.636 9.832 11.533 13.856 
 7462 1.317 5.295 6.692 9.871 11.525 13.848 
 7463 1.324 5.261 6.677 9.912 11.551 13.820 
 7464 1.301 5.216 6.651 9.919 11.489 13.792 
 7465 1.274 5.142 6.674 9.918 11.539 13.815 
 7466 1.242 5.166 6.629 9.839 11.567 13.784 
 7467 1.242 5.095 6.668 9.822 11.580 13.791 
 7468 1.252 5.045 6.688 9.823 11.576 13.800 
 7469 1.256 5.016 6.676 9.826 11.592 13.758 
 7470 1.253 5.022 6.692 9.808 11.600 13.760 
 7471 1.269 5.009 6.681 9.840 11.600 13.758 
 7472 1.264 5.050 6.682 9.810 11.556 13.763 
 7473 1.311 5.035 6.710 9.869 11.527 13.722 
 7474 1.301 4.969 6.730 9.936 11.548 13.747 
 7475 1.268 4.904 6.792 9.929 11.560 13.743 
 7476 1.245 4.868 6.866 9.917 11.552 13.773 
 7477 1.218 4.831 6.882 9.850 11.560 13.830 
 7478 1.204 4.832 6.898 9.806 11.566 13.833 
 7479 1.268 4.797 6.866 9.812 11.622 13.859 
 7480 1.262 4.807 6.884 9.778 11.617 13.884 
 7481 1.268 4.802 6.880 9.761 11.597 13.912 
 7482 1.292 4.740 6.861 9.736 11.635 13.949 
 7483 1.282 4.754 6.778 9.717 11.680 13.963 
 7484 1.276 4.747 6.817 9.731 11.662 13.999 
 7485 1.354 4.725 6.829 9.707 11.719 13.987 
 7486 1.397 4.751 6.788 9.747 11.696 13.949 
 7487 1.396 4.749 6.779 9.767 11.685 13.944 
 7488 1.444 4.819 6.755 9.772 11.656 13.946 
 7489 1.415 4.873 6.774 9.764 11.593 13.948 
 7490 1.399 4.858 6.810 9.758 11.601 13.957 
 7491 1.411 4.868 6.811 9.758 11.552 13.927 
 7492 1.459 4.921 6.814 9.759 11.581 13.919 
 7493 1.507 4.865 6.814 9.797 11.607 13.888 
 7494 1.467 4.828 6.801 9.797 11.605 13.894 
 7495 1.404 4.831 6.765 9.771 11.557 13.862 
 7496 1.453 4.830 6.762 9.836 11.563 13.844 
 7497 1.443 4.876 6.751 9.884 11.585 13.841 
 7498 1.476 4.839 6.759 9.913 11.613 13.818 
 7499 1.481 4.803 6.775 9.972 11.627 13.824 
 7500 1.457 4.799 6.802 9.966 11.613 13.796 
 7501 1.477 4.721 6.786 9.962 11.650 13.745 
 7502 1.510 4.700 6.761 9.971 11.725 13.736 
 7503 1.521 4.736 6.789 10.009 11.704 13.740 
 7504 1.501 4.708 6.830 10.013 11.672 13.741 
 7505 1.490 4.730 6.805 9.972 11.671 13.751 
 7506 1.418 4.761 6.835 9.970 11.650 13.774 
 7507 1.477 4.737 6.829 9.921 11.650 13.814 
 7508 1.542 4.685 6.866 9.956 11.675 13.824 
 7509 1.525 4.662 6.890 9.988 11.685 13.820 
 7510 1.526 4.612 6.863 9.969 11.741 13.829 
 7511 1.548 4.703 6.850 9.970 11.725 13.805 
 7512 1.500 4.703 6.867 9.985 11.717 13.822 
 7513 1.523 4.703 6.871 10.019 11.698 13.837 
 7514 1.484 4.701 6.870 10.017 11.655 13.892 
 7515 1.462 4.782 6.813 9.969 11.682 13.912 
 7516 1.504 4.880 6.832 9.970 11.701 13.932 
 7517 1.479 4.843 6.813 9.939 11.705 13.946 
 7518 1.443 4.840 6.808 9.906 11.733 13.919 
 7519 1.440 4.843 6.776 9.900 11.758 13.910 
 7520 1.410 4.892 6.756 9.840 11.760 13.946 
 7521 1.338 4.817 6.756 9.840 11.761 13.943 
 7522 1.322 4.879 6.791 9.850 11.749 13.959 
 7523 1.320 4.860 6.835 9.846 11.766 14.001 
 7524 1.327 4.809 6.814 9.846 11.753 14.022 
 7525 1.333 4.824 6.787 9.849 11.771 14.050 
 7526 1.360 4.790 6.778 9.888 11.772 14.052 
 7527 1.327 4.763 6.724 9.916 11.784 14.057 
 7528 1.210 4.822 6.740 9.940 11.761 14.003 
 7529 1.130 4.870 6.726 9.931 11.766 13.972 
 7530 1.112 4.854 6.697 9.922 11.744 13.944 
 7531 1.149 4.802 6.663 9.958 11.684 13.925 
 7532 1.124 4.743 6.652 9.921 11.635 13.930 
 7533 1.204 4.687 6.655 9.918 11.666 13.912 
 7534 1.150 4.648 6.626 9.902 11.687 13.879 
 7535 1.147 4.723 6.690 9.872 11.694 13.897 
 7536 1.150 4.686 6.741 9.908 11.676 13.913 
 7537 1.144 4.685 6.770 9.924 11.715 13.886 
 7538 1.149 4.678 6.785 9.933 11.746 13.886 
 7539 1.202 4.602 6.765 9.916 11.724 13.913 
 7540 1.172 4.632 6.785 9.910 11.715 13.894 
 7541 1.219 4.608 6.757 9.914 11.684 13.852 
 7542 1.258 4.643 6.726 9.896 11.636 13.815 
 7543 1.261 4.570 6.704 9.882 11.659 13.810 
 7544 1.245 4.599 6.679 9.882 11.630 13.782 
 7545 1.229 4.672 6.674 9.896 11.621 13.743 
 7546 1.222 4.624 6.678 9.834 11.611 13.711 
 7547 1.220 4.640 6.685 9.799 11.585 13.658 
 7548 1.274 4.562 6.679 9.755 11.562 13.607 
 7549 1.301 4.488 6.619 9.721 11.558 13.613 
 7550 1.366 4.460 6.615 9.687 11.526 13.649 
 7551 1.403 4.497 6.599 9.688 11.514 13.662 
 7552 1.391 4.550 6.669 9.645 11.527 13.647 
 7553 1.451 4.537 6.690 9.663 11.587 13.670 
 7554 1.388 4.575 6.699 9.659 11.601 13.676 
 7555 1.387 4.573 6.728 9.627 11.548 13.688 
 7556 1.410 4.530 6.697 9.637 11.528 13.621 
 7557 1.463 4.528 6.710 9.624 11.542 13.562 
 7558 1.502 4.432 6.702 9.608 11.531 13.600 
 7559 1.465 4.431 6.702 9.560 11.526 13.553 
 7560 1.410 4.500 6.643 9.577 11.561 13.538 
 7561 1.398 4.429 6.636 9.595 11.586 13.521 
 7562 1.391 4.432 6.685 9.645 11.642 13.532 
 7563 1.453 4.451 6.699 9.648 11.691 13.568 
 7564 1.473 4.525 6.683 9.636 11.631 13.570 
 7565 1.485 4.556 6.720 9.610 11.601 13.577 
 7566 1.480 4.509 6.726 9.595 11.601 13.588 
 7567 1.579 4.497 6.736 9.612 11.593 13.611 
 7568 1.589 4.512 6.702 9.630 11.558 13.630 
 7569 1.502 4.613 6.702 9.705 11.573 13.701 
 7570 1.483 4.624 6.770 9.751 11.580 13.720 
 7571 1.425 4.652 6.770 9.782 11.627 13.687 
 7572 1.391 4.617 6.790 9.747 11.661 13.729 
 7573 1.370 4.606 6.759 9.790 11.662 13.719 
 7574 1.373 4.566 6.728 9.834 11.644 13.671 
 7575 1.323 4.628 6.702 9.852 11.620 13.656 
 7576 1.356 4.669 6.736 9.860 11.659 13.627 
 7577 1.370 4.677 6.718 9.872 11.657 13.658 
 7578 1.350 4.695 6.697 9.885 11.681 13.755 
 7579 1.358 4.756 6.669 9.868 11.710 13.775 
 7580 1.368 4.756 6.664 9.904 11.717 13.821 
 7581 1.460 4.741 6.740 9.948 11.718 13.840 
 7582 1.475 4.733 6.718 9.938 11.662 13.919 
 7583 1.543 4.730 6.685 9.907 11.629 13.911 
 7584 1.469 4.729 6.700 9.936 11.613 13.927 
 7585 1.495 4.713 6.664 9.949 11.636 13.950 
 7586 1.490 4.656 6.635 9.987 11.635 13.933 
 7587 1.464 4.681 6.623 9.995 11.650 13.956 
 7588 1.426 4.694 6.648 10.021 11.637 13.899 
 7589 1.467 4.692 6.678 10.048 11.690 13.881 
 7590 1.576 4.688 6.686 10.028 11.730 13.850 
 7591 1.606 4.729 6.664 10.013 11.819 13.847 
 7592 1.667 4.756 6.646 10.042 11.807 13.913 
 7593 1.675 4.796 6.640 10.051 11.799 13.918 
 7594 1.673 4.785 6.648 10.064 11.805 13.977 
 7595 1.606 4.783 6.664 10.053 11.792 14.003 
 7596 1.672 4.720 6.674 10.053 11.828 14.040 
 7597 1.649 4.651 6.691 10.076 11.850 14.083 
 7598 1.602 4.669 6.698 10.018 11.862 14.066 
 7599 1.641 4.674 6.690 9.992 11.798 14.049 
 7600 1.608 4.677 6.701 10.020 11.801 14.047 
 7601 1.614 4.699 6.707 10.038 11.821 14.039 
 7602 1.560 4.669 6.707 9.994 11.798 14.051 
 7603 1.565 4.731 6.743 10.007 11.833 13.976 
 7604 1.498 4.720 6.739 9.994 11.840 13.963 
 7605 1.541 4.742 6.695 9.970 11.821 13.937 
 7606 1.490 4.734 6.756 9.973 11.810 13.893 
 7607 1.488 4.830 6.773 9.993 11.827 13.903 
 7608 1.439 4.824 6.781 9.985 11.832 13.869 
 7609 1.411 4.835 6.722 9.949 11.861 13.874 
 7610 1.315 4.851 6.739 9.905 11.872 13.917 
 7611 1.230 4.796 6.758 9.847 11.850 13.908 
 7612 1.261 4.747 6.783 9.842 11.779 13.904 
 7613 1.243 4.695 6.834 9.816 11.808 13.856 
 7614 1.254 4.660 6.854 9.808 11.878 13.821 
 7615 1.298 4.665 6.843 9.775 11.920 13.834 
 7616 1.347 4.675 6.860 9.786 11.980 13.860 
 7617 1.355 4.687 6.889 9.793 11.952 13.848 
 7618 1.351 4.757 6.850 9.752 11.950 13.896 
 7619 1.388 4.729 6.859 9.782 11.976 13.888 
 7620 1.395 4.762 6.880 9.768 12.010 13.853 
 7621 1.420 4.745 6.888 9.734 11.966 13.823 
 7622 1.431 4.775 6.907 9.688 11.954 13.813 
 7623 1.397 4.784 6.942 9.656 11.955 13.778 
 7624 1.396 4.756 6.926 9.684 11.918 13.816 
 7625 1.415 4.770 6.944 9.689 11.901 13.798 
 7626 1.350 4.697 6.990 9.698 11.949 13.812 
 7627 1.357 4.690 6.945 9.661 11.972 13.864 
 7628 1.350 4.569 6.930 9.594 11.982 13.881 
 7629 1.400 4.622 6.940 9.610 11.990 13.846 
 7630 1.353 4.679 6.962 9.644 11.986 13.871 
 7631 1.363 4.625 6.891 9.627 11.958 13.847 
 7632 1.385 4.673 6.873 9.656 11.946 13.875 
 7633 1.356 4.738 6.833 9.609 11.935 13.893 
 7634 1.412 4.766 6.815 9.609 11.912 13.892 
 7635 1.415 4.780 6.849 9.627 11.864 13.881 
 7636 1.376 4.823 6.840 9.644 11.863 13.815 
 7637 1.369 4.878 6.784 9.640 11.857 13.775 
 7638 1.340 4.837 6.759 9.613 11.864 13.759 
 7639 1.343 4.832 6.799 9.666 11.866 13.740 
 7640 1.286 4.841 6.842 9.683 11.836 13.752 
 7641 1.263 4.776 6.844 9.697 11.874 13.771 
 7642 1.230 4.737 6.842 9.710 11.919 13.829 
 7643 1.237 4.712 6.869 9.704 11.880 13.818 
 7644 1.264 4.682 6.777 9.764 11.875 13.777 
 7645 1.248 4.702 6.802 9.777 11.894 13.748 
 7646 1.188 4.753 6.801 9.803 11.964 13.789 
 7647 1.270 4.820 6.811 9.791 11.986 13.778 
 7648 1.290 4.836 6.872 9.787 11.979 13.732 
 7649 1.307 4.871 6.900 9.863 11.944 13.701 
 7650 1.261 4.812 6.876 9.824 11.966 13.770 
 7651 1.262 4.761 6.874 9.781 11.966 13.781 
 7652 1.260 4.790 6.931 9.831 12.001 13.765 
 7653 1.295 4.803 6.921 9.837 12.015 13.720 
 7654 1.297 4.838 6.950 9.898 12.008 13.706 
 7655 1.225 4.855 6.969 9.920 12.032 13.761 
 7656 1.175 4.823 6.890 9.917 11.985 13.790 
 7657 1.185 4.790 6.871 9.920 11.955 13.837 
 7658 1.159 4.718 6.878 9.925 11.932 13.857 
 7659 1.135 4.703 6.841 9.916 11.943 13.868 
 7660 1.117 4.580 6.820 9.896 11.941 13.853 
 7661 1.162 4.608 6.786 9.911 11.941 13.823 
 7662 1.101 4.573 6.770 9.900 11.911 13.818 
 7663 1.053 4.567 6.783 9.937 11.909 13.770 
 7664 1.079 4.615 6.738 9.986 11.952 13.786 
 7665 1.131 4.616 6.842 9.968 11.941 13.812 
 7666 1.218 4.569 6.840 9.908 11.937 13.826 
 7667 1.254 4.501 6.811 9.870 11.860 13.793 
 7668 1.251 4.490 6.785 9.875 11.820 13.792 
 7669 1.258 4.513 6.742 9.874 11.812 13.835 
 7670 1.225 4.574 6.717 9.863 11.854 13.853 
 7671 1.323 4.620 6.740 9.917 11.828 13.831 
 7672 1.301 4.596 6.806 9.950 11.820 13.828 
 7673 1.344 4.567 6.792 9.920 11.791 13.827 
 7674 1.288 4.571 6.752 9.907 11.779 13.869 
 7675 1.298 4.534 6.710 9.900 11.834 13.880 
 7676 1.321 4.529 6.654 9.885 11.819 13.868 
 7677 1.355 4.543 6.680 9.888 11.850 13.873 
 7678 1.363 4.573 6.720 9.862 11.862 13.842 
 7679 1.354 4.592 6.745 9.840 11.870 13.808 
 7680 1.420 4.594 6.764 9.885 11.874 13.780 
 7681 1.430 4.732 6.721 9.887 11.868 13.706 
 7682 1.433 4.718 6.749 9.927 11.852 13.719 
 7683 1.428 4.718 6.770 9.939 11.846 13.714 
 7684 1.527 4.716 6.761 9.904 11.847 13.691 
 7685 1.511 4.667 6.802 9.915 11.830 13.693 
 7686 1.527 4.638 6.734 9.930 11.841 13.721 
 7687 1.462 4.657 6.681 9.962 11.830 13.758 
 7688 1.456 4.693 6.687 9.989 11.872 13.793 
 7689 1.433 4.699 6.717 9.984 11.892 13.798 
 7690 1.439 4.708 6.721 10.014 11.898 13.775 
 7691 1.442 4.684 6.717 9.994 11.884 13.776 
 7692 1.414 4.601 6.720 9.970 11.905 13.793 
 7693 1.484 4.640 6.661 9.952 11.968 13.777 
 7694 1.467 4.635 6.646 9.974 11.999 13.774 
 7695 1.527 4.616 6.720 9.980 12.005 13.732 
 7696 1.513 4.600 6.726 10.000 11.987 13.705 
 7697 1.486 4.634 6.751 9.977 11.980 13.669 
 7698 1.432 4.648 6.747 9.980 11.980 13.677 
 7699 1.410 4.654 6.708 9.981 11.980 13.705 
 7700 1.483 4.689 6.711 9.989 11.941 13.723 
 7701 1.481 4.665 6.729 9.982 11.927 13.775 
 7702 1.510 4.576 6.750 9.953 11.907 13.827 
 7703 1.485 4.500 6.726 9.904 11.894 13.868 
 7704 1.463 4.560 6.707 9.922 11.930 13.868 
 7705 1.458 4.587 6.718 9.913 11.907 13.917 
 7706 1.471 4.561 6.713 9.848 11.881 13.940 
 7707 1.408 4.633 6.699 9.801 11.845 13.936 
 7708 1.463 4.679 6.686 9.761 11.880 13.922 
 7709 1.524 4.621 6.707 9.757 11.860 13.881 
 7710 1.504 4.548 6.639 9.742 11.865 13.884 
 7711 1.509 4.510 6.638 9.728 11.895 13.900 
 7712 1.533 4.486 6.649 9.715 11.910 13.888 
 7713 1.555 4.553 6.664 9.720 11.927 13.860 
 7714 1.554 4.570 6.648 9.752 11.890 13.883 
 7715 1.570 4.582 6.650 9.813 11.884 13.918 
 7716 1.588 4.575 6.638 9.804 11.853 13.950 
 7717 1.547 4.541 6.625 9.800 11.857 13.958 
 7718 1.600 4.461 6.611 9.860 11.844 13.972 
 7719 1.680 4.442 6.632 9.832 11.829 13.965 
 7720 1.678 4.451 6.640 9.861 11.825 13.928 
 7721 1.608 4.426 6.659 9.903 11.811 13.959 
 7722 1.647 4.419 6.673 9.936 11.823 13.923 
 7723 1.630 4.437 6.710 9.935 11.840 13.915 
 7724 1.614 4.478 6.689 9.932 11.891 13.882 
 7725 1.651 4.488 6.702 9.926 11.860 13.885 
 7726 1.610 4.492 6.720 9.955 11.893 13.855 
 7727 1.641 4.556 6.720 9.985 11.945 13.826 
 7728 1.631 4.525 6.770 10.010 12.003 13.795 
 7729 1.659 4.505 6.817 10.014 12.006 13.786 
 7730 1.564 4.522 6.821 10.005 11.999 13.798 
 7731 1.608 4.624 6.859 10.003 11.948 13.805 
 7732 1.615 4.621 6.902 10.038 11.957 13.776 
 7733 1.638 4.540 6.916 10.050 11.948 13.754 
 7734 1.633 4.498 6.896 10.081 11.913 13.744 
 7735 1.650 4.419 6.939 10.065 11.889 13.735 
 7736 1.697 4.438 6.922 9.991 11.875 13.766 
 7737 1.669 4.454 6.890 9.987 11.889 13.749 
 7738 1.685 4.475 6.945 9.989 11.862 13.735 
 7739 1.639 4.477 6.964 9.905 11.888 13.754 
 7740 1.631 4.491 6.955 9.959 11.920 13.728 
 7741 1.647 4.480 6.979 9.931 11.930 13.771 
 7742 1.669 4.475 7.010 9.873 12.000 13.804 
 7743 1.603 4.530 6.973 9.846 12.015 13.803 
 7744 1.604 4.553 6.955 9.855 12.033 13.815 
 7745 1.661 4.557 6.927 9.843 12.070 13.832 
 7746 1.687 4.523 6.910 9.859 12.126 13.809 
 7747 1.774 4.548 6.898 9.836 12.102 13.825 
 7748 1.724 4.554 6.834 9.856 12.089 13.821 
 7749 1.732 4.610 6.794 9.866 12.055 13.843 
 7750 1.662 4.603 6.793 9.894 12.056 13.828 
