year T_MMCP2.6 T_MMCP4.5 T_MMCP6.0 T_MMCP-break T_MMCP8.5 T_MMCP-feedback 
 9442 1.460 1.966 2.570 3.557 4.125 4.636 
 9443 1.437 1.983 2.563 3.526 4.108 4.640 
 9444 1.420 1.950 2.571 3.502 4.119 4.606 
 9445 1.334 1.957 2.536 3.503 4.122 4.603 
 9446 1.338 1.988 2.512 3.535 4.153 4.577 
 9447 1.349 2.008 2.513 3.495 4.166 4.568 
 9448 1.347 2.036 2.520 3.452 4.118 4.544 
 9449 1.360 2.006 2.503 3.482 4.093 4.508 
 9450 1.368 1.966 2.507 3.522 4.048 4.518 
 9451 1.383 1.945 2.525 3.558 4.048 4.534 
 9452 1.319 1.968 2.552 3.546 4.040 4.580 
 9453 1.321 1.985 2.541 3.554 4.066 4.584 
 9454 1.340 1.974 2.549 3.551 4.098 4.577 
 9455 1.391 1.975 2.515 3.516 4.102 4.541 
 9456 1.382 2.005 2.545 3.506 4.120 4.504 
 9457 1.393 2.081 2.545 3.515 4.127 4.517 
 9458 1.412 2.108 2.593 3.528 4.145 4.537 
 9459 1.441 2.110 2.558 3.540 4.152 4.556 
 9460 1.421 2.075 2.555 3.536 4.172 4.541 
 9461 1.397 1.993 2.562 3.529 4.180 4.530 
 9462 1.393 1.915 2.592 3.505 4.205 4.532 
 9463 1.423 1.899 2.572 3.506 4.176 4.526 
 9464 1.430 1.918 2.542 3.538 4.160 4.563 
 9465 1.395 1.970 2.495 3.561 4.154 4.560 
 9466 1.355 1.969 2.467 3.564 4.197 4.570 
 9467 1.368 1.987 2.522 3.558 4.220 4.576 
 9468 1.361 1.978 2.560 3.559 4.168 4.539 
 9469 1.344 1.923 2.571 3.578 4.126 4.540 
 9470 1.333 1.938 2.519 3.600 4.132 4.514 
 9471 1.392 1.920 2.515 3.629 4.181 4.596 
 9472 1.443 1.940 2.516 3.618 4.227 4.611 
 9473 1.423 1.917 2.572 3.580 4.239 4.615 
 9474 1.328 1.958 2.615 3.564 4.211 4.595 
 9475 1.277 2.018 2.667 3.534 4.184 4.598 
 9476 1.317 2.028 2.623 3.544 4.149 4.601 
 9477 1.371 1.993 2.609 3.574 4.126 4.598 
 9478 1.397 1.942 2.594 3.598 4.083 4.598 
 9479 1.394 1.931 2.587 3.624 4.064 4.582 
 9480 1.390 1.994 2.580 3.615 4.065 4.561 
 9481 1.436 2.044 2.569 3.593 4.108 4.553 
 9482 1.440 2.076 2.573 3.604 4.166 4.551 
 9483 1.486 2.014 2.576 3.588 4.226 4.557 
 9484 1.428 1.988 2.629 3.623 4.240 4.551 
 9485 1.450 2.008 2.676 3.618 4.252 4.611 
 9486 1.406 2.038 2.672 3.618 4.220 4.623 
 9487 1.413 2.050 2.613 3.560 4.203 4.635 
 9488 1.352 2.014 2.548 3.521 4.199 4.574 
 9489 1.344 2.006 2.521 3.495 4.227 4.559 
 9490 1.318 1.991 2.526 3.589 4.223 4.575 
 9491 1.297 2.000 2.594 3.634 4.176 4.591 
 9492 1.311 1.988 2.587 3.659 4.166 4.591 
 9493 1.341 2.014 2.618 3.623 4.161 4.567 
 9494 1.390 2.002 2.630 3.607 4.161 4.580 
 9495 1.414 2.013 2.653 3.597 4.154 4.587 
 9496 1.473 2.007 2.612 3.577 4.161 4.579 
 9497 1.497 2.037 2.538 3.574 4.175 4.541 
 9498 1.451 2.042 2.527 3.558 4.179 4.510 
 9499 1.413 2.050 2.532 3.541 4.188 4.519 
 9500 1.357 2.022 2.545 3.508 4.215 4.518 
 9501 1.408 2.025 2.567 3.533 4.242 4.567 
 9502 1.394 1.970 2.559 3.543 4.213 4.560 
 9503 1.396 1.972 2.540 3.589 4.194 4.594 
 9504 1.335 1.994 2.541 3.548 4.206 4.574 
 9505 1.284 2.047 2.568 3.527 4.201 4.610 
 9506 1.301 2.023 2.609 3.542 4.201 4.620 
 9507 1.298 1.964 2.608 3.569 4.145 4.616 
 9508 1.329 1.958 2.597 3.631 4.145 4.573 
 9509 1.352 2.022 2.568 3.592 4.203 4.569 
 9510 1.380 2.055 2.534 3.584 4.240 4.599 
 9511 1.421 2.016 2.551 3.566 4.268 4.650 
 9512 1.395 1.960 2.585 3.555 4.225 4.616 
 9513 1.392 1.978 2.597 3.557 4.186 4.553 
 9514 1.372 2.016 2.554 3.518 4.168 4.523 
 9515 1.381 2.040 2.538 3.516 4.171 4.538 
 9516 1.340 2.017 2.552 3.520 4.164 4.582 
 9517 1.300 1.960 2.548 3.558 4.164 4.546 
 9518 1.278 1.961 2.534 3.584 4.161 4.548 
 9519 1.342 1.969 2.532 3.595 4.204 4.566 
 9520 1.381 2.083 2.556 3.588 4.197 4.603 
 9521 1.405 2.113 2.559 3.581 4.137 4.576 
 9522 1.407 2.123 2.530 3.573 4.117 4.560 
 9523 1.446 2.050 2.525 3.582 4.138 4.551 
 9524 1.452 2.000 2.562 3.615 4.223 4.580 
 9525 1.445 1.993 2.647 3.642 4.203 4.583 
 9526 1.445 1.978 2.679 3.647 4.153 4.593 
 9527 1.446 1.963 2.681 3.639 4.089 4.613 
 9528 1.421 1.911 2.616 3.605 4.100 4.629 
 9529 1.375 1.936 2.611 3.589 4.150 4.627 
 9530 1.402 1.938 2.579 3.556 4.168 4.611 
 9531 1.419 2.028 2.560 3.576 4.185 4.610 
 9532 1.416 2.041 2.583 3.591 4.184 4.640 
 9533 1.390 2.090 2.580 3.642 4.185 4.617 
 9534 1.356 2.084 2.627 3.635 4.160 4.571 
 9535 1.326 2.059 2.583 3.657 4.140 4.546 
 9536 1.267 2.039 2.590 3.610 4.105 4.559 
 9537 1.267 2.002 2.588 3.607 4.086 4.598 
 9538 1.292 2.011 2.588 3.563 4.066 4.602 
 9539 1.320 2.044 2.563 3.552 4.079 4.624 
 9540 1.314 2.061 2.551 3.524 4.105 4.611 
 9541 1.297 2.069 2.554 3.523 4.120 4.582 
 9542 1.310 2.045 2.581 3.497 4.140 4.567 
 9543 1.338 2.072 2.600 3.515 4.101 4.555 
 9544 1.340 2.091 2.593 3.523 4.110 4.577 
 9545 1.304 2.101 2.598 3.534 4.071 4.563 
 9546 1.274 2.100 2.576 3.542 4.067 4.575 
 9547 1.293 2.064 2.572 3.524 4.029 4.560 
 9548 1.309 2.057 2.598 3.529 4.038 4.567 
 9549 1.337 2.035 2.593 3.547 4.096 4.563 
 9550 1.343 2.043 2.604 3.583 4.160 4.560 
 9551 1.376 2.053 2.605 3.585 4.167 4.576 
 9552 1.383 2.004 2.622 3.599 4.151 4.587 
 9553 1.438 1.999 2.619 3.559 4.150 4.620 
 9554 1.451 2.002 2.603 3.594 4.212 4.593 
 9555 1.417 2.044 2.583 3.567 4.205 4.566 
 9556 1.344 2.083 2.602 3.589 4.204 4.520 
 9557 1.290 2.088 2.603 3.576 4.159 4.510 
 9558 1.309 2.092 2.592 3.587 4.154 4.484 
 9559 1.357 2.071 2.543 3.609 4.151 4.510 
 9560 1.445 2.032 2.531 3.609 4.152 4.513 
 9561 1.503 2.026 2.523 3.603 4.188 4.551 
 9562 1.478 2.000 2.510 3.604 4.213 4.572 
 9563 1.440 2.012 2.462 3.628 4.213 4.627 
 9564 1.448 1.950 2.412 3.629 4.180 4.621 
 9565 1.461 1.953 2.472 3.611 4.157 4.597 
 9566 1.457 1.935 2.472 3.578 4.142 4.544 
 9567 1.413 1.987 2.517 3.597 4.180 4.513 
 9568 1.411 2.040 2.494 3.580 4.165 4.513 
 9569 1.410 2.053 2.520 3.572 4.208 4.566 
 9570 1.445 2.079 2.560 3.543 4.175 4.633 
 9571 1.451 2.017 2.557 3.537 4.186 4.604 
 9572 1.434 2.039 2.575 3.521 4.180 4.539 
 9573 1.403 2.026 2.588 3.489 4.180 4.485 
 9574 1.398 2.108 2.611 3.484 4.189 4.515 
 9575 1.388 2.114 2.614 3.491 4.152 4.549 
 9576 1.417 2.105 2.607 3.534 4.157 4.584 
 9577 1.392 2.013 2.568 3.552 4.130 4.575 
 9578 1.427 1.985 2.571 3.585 4.155 4.589 
 9579 1.417 1.981 2.548 3.557 4.142 4.579 
 9580 1.427 1.991 2.556 3.555 4.125 4.612 
 9581 1.435 1.991 2.554 3.557 4.093 4.594 
 9582 1.404 1.968 2.555 3.574 4.092 4.593 
 9583 1.436 1.970 2.539 3.564 4.105 4.578 
 9584 1.458 1.995 2.569 3.557 4.122 4.568 
 9585 1.443 2.020 2.596 3.561 4.140 4.571 
 9586 1.452 2.036 2.673 3.555 4.179 4.536 
 9587 1.412 2.039 2.652 3.535 4.200 4.538 
 9588 1.426 2.017 2.622 3.505 4.188 4.550 
 9589 1.374 2.020 2.553 3.521 4.134 4.614 
 9590 1.392 1.995 2.535 3.554 4.123 4.641 
 9591 1.411 2.001 2.540 3.606 4.143 4.637 
 9592 1.438 1.985 2.610 3.658 4.161 4.589 
 9593 1.453 1.943 2.651 3.648 4.210 4.532 
 9594 1.465 1.911 2.654 3.609 4.224 4.479 
 9595 1.459 1.886 2.577 3.530 4.231 4.463 
 9596 1.403 1.926 2.508 3.535 4.176 4.497 
 9597 1.394 1.973 2.507 3.505 4.160 4.565 
 9598 1.415 1.981 2.520 3.532 4.140 4.598 
 9599 1.465 1.988 2.550 3.496 4.173 4.622 
 9600 1.449 1.992 2.566 3.556 4.173 4.632 
 9601 1.398 2.045 2.599 3.576 4.201 4.619 
 9602 1.328 2.052 2.630 3.600 4.205 4.600 
 9603 1.357 2.025 2.608 3.582 4.221 4.558 
 9604 1.385 1.977 2.589 3.579 4.217 4.593 
 9605 1.442 1.975 2.567 3.571 4.230 4.602 
 9606 1.416 2.001 2.591 3.591 4.220 4.641 
 9607 1.398 2.043 2.596 3.620 4.222 4.619 
 9608 1.365 2.061 2.554 3.665 4.196 4.575 
 9609 1.370 2.051 2.526 3.658 4.187 4.509 
 9610 1.415 2.033 2.485 3.606 4.182 4.506 
 9611 1.427 1.986 2.495 3.556 4.149 4.586 
 9612 1.452 1.988 2.510 3.540 4.126 4.589 
 9613 1.458 2.022 2.510 3.546 4.121 4.599 
 9614 1.463 2.079 2.516 3.558 4.122 4.570 
 9615 1.407 2.094 2.483 3.537 4.121 4.627 
 9616 1.423 2.087 2.523 3.541 4.087 4.599 
 9617 1.422 2.047 2.568 3.541 4.120 4.579 
 9618 1.450 1.997 2.563 3.577 4.133 4.574 
 9619 1.439 1.972 2.563 3.566 4.164 4.585 
 9620 1.451 1.955 2.527 3.569 4.151 4.589 
 9621 1.436 1.954 2.559 3.545 4.126 4.557 
 9622 1.405 1.951 2.530 3.620 4.107 4.552 
 9623 1.418 1.942 2.507 3.634 4.084 4.577 
 9624 1.472 1.973 2.516 3.630 4.125 4.596 
 9625 1.569 1.990 2.502 3.550 4.144 4.620 
 9626 1.553 1.997 2.530 3.490 4.183 4.610 
 9627 1.502 1.966 2.510 3.539 4.175 4.591 
 9628 1.419 1.947 2.546 3.566 4.261 4.568 
 9629 1.372 1.982 2.530 3.599 4.261 4.498 
 9630 1.394 2.042 2.509 3.533 4.304 4.463 
 9631 1.376 2.036 2.516 3.519 4.228 4.452 
 9632 1.380 2.009 2.544 3.544 4.231 4.514 
 9633 1.387 1.965 2.549 3.580 4.182 4.566 
 9634 1.448 1.990 2.538 3.547 4.171 4.581 
 9635 1.468 1.976 2.534 3.497 4.146 4.599 
 9636 1.445 1.984 2.562 3.480 4.130 4.587 
 9637 1.370 1.996 2.605 3.539 4.112 4.606 
 9638 1.413 2.052 2.610 3.560 4.113 4.630 
 9639 1.420 2.058 2.613 3.597 4.139 4.646 
 9640 1.465 2.039 2.587 3.621 4.190 4.598 
 9641 1.431 2.037 2.565 3.676 4.195 4.550 
 9642 1.439 2.056 2.523 3.641 4.174 4.502 
 9643 1.411 2.032 2.523 3.560 4.143 4.546 
 9644 1.384 1.985 2.584 3.513 4.163 4.544 
 9645 1.350 1.963 2.641 3.547 4.236 4.546 
 9646 1.324 1.975 2.644 3.576 4.245 4.522 
 9647 1.306 1.960 2.570 3.600 4.225 4.518 
 9648 1.330 1.948 2.572 3.561 4.185 4.550 
 9649 1.346 1.977 2.531 3.531 4.173 4.563 
 9650 1.373 2.004 2.527 3.450 4.159 4.579 
 9651 1.368 2.002 2.482 3.467 4.153 4.594 
 9652 1.346 1.980 2.528 3.522 4.151 4.584 
 9653 1.418 1.997 2.585 3.614 4.193 4.549 
 9654 1.438 2.028 2.584 3.579 4.207 4.522 
 9655 1.433 2.000 2.523 3.543 4.240 4.517 
 9656 1.364 2.010 2.438 3.512 4.239 4.564 
 9657 1.331 2.014 2.445 3.549 4.238 4.617 
 9658 1.367 2.045 2.461 3.607 4.218 4.598 
 9659 1.382 2.004 2.514 3.596 4.168 4.621 
 9660 1.354 1.987 2.495 3.543 4.156 4.558 
 9661 1.397 1.984 2.505 3.468 4.143 4.577 
 9662 1.393 2.029 2.523 3.460 4.154 4.545 
 9663 1.439 1.997 2.573 3.497 4.144 4.550 
 9664 1.378 1.925 2.631 3.572 4.162 4.566 
 9665 1.357 1.870 2.652 3.594 4.194 4.570 
 9666 1.372 1.907 2.645 3.609 4.185 4.595 
 9667 1.479 1.997 2.621 3.577 4.165 4.618 
 9668 1.517 2.025 2.566 3.553 4.126 4.653 
 9669 1.502 2.040 2.536 3.557 4.104 4.655 
 9670 1.402 1.998 2.475 3.518 4.070 4.629 
 9671 1.383 2.014 2.498 3.486 4.078 4.580 
 9672 1.374 1.966 2.474 3.487 4.077 4.568 
 9673 1.381 2.002 2.527 3.533 4.116 4.578 
 9674 1.385 2.024 2.558 3.574 4.142 4.608 
 9675 1.374 2.018 2.605 3.598 4.150 4.597 
 9676 1.391 1.991 2.600 3.604 4.167 4.566 
 9677 1.391 1.936 2.534 3.606 4.143 4.502 
 9678 1.401 1.947 2.547 3.545 4.202 4.486 
 9679 1.410 1.970 2.565 3.534 4.195 4.489 
 9680 1.415 1.968 2.642 3.562 4.224 4.517 
 9681 1.434 1.930 2.620 3.588 4.183 4.570 
 9682 1.431 1.869 2.603 3.591 4.155 4.616 
 9683 1.388 1.913 2.554 3.541 4.085 4.616 
 9684 1.396 2.005 2.596 3.521 4.063 4.581 
 9685 1.362 2.074 2.592 3.502 4.076 4.500 
 9686 1.338 2.057 2.573 3.534 4.133 4.460 
 9687 1.307 2.014 2.515 3.540 4.153 4.489 
 9688 1.323 2.011 2.469 3.565 4.134 4.528 
 9689 1.388 2.035 2.468 3.561 4.105 4.592 
 9690 1.375 2.056 2.490 3.562 4.119 4.563 
 9691 1.392 2.018 2.531 3.555 4.160 4.595 
 9692 1.397 1.986 2.533 3.594 4.210 4.582 
 9693 1.396 1.984 2.562 3.583 4.197 4.564 
 9694 1.357 1.974 2.586 3.549 4.178 4.544 
 9695 1.303 1.948 2.577 3.485 4.125 4.559 
 9696 1.269 1.962 2.552 3.474 4.112 4.562 
 9697 1.303 1.998 2.566 3.488 4.115 4.596 
 9698 1.343 2.039 2.620 3.478 4.136 4.570 
 9699 1.404 2.057 2.611 3.511 4.155 4.591 
 9700 1.368 2.025 2.615 3.488 4.141 4.546 
 9701 1.406 1.993 2.587 3.528 4.134 4.526 
 9702 1.405 1.958 2.609 3.526 4.134 4.532 
 9703 1.421 1.932 2.601 3.573 4.161 4.558 
 9704 1.366 1.922 2.615 3.561 4.167 4.585 
 9705 1.382 1.866 2.579 3.578 4.154 4.599 
 9706 1.399 1.865 2.556 3.525 4.133 4.583 
 9707 1.390 1.906 2.573 3.519 4.093 4.571 
 9708 1.399 1.959 2.587 3.474 4.141 4.568 
 9709 1.375 2.017 2.572 3.541 4.184 4.573 
 9710 1.425 2.000 2.567 3.523 4.279 4.598 
 9711 1.439 2.025 2.537 3.518 4.236 4.617 
 9712 1.470 2.038 2.535 3.479 4.216 4.620 
 9713 1.434 2.075 2.529 3.485 4.158 4.591 
 9714 1.392 2.079 2.577 3.527 4.154 4.563 
 9715 1.403 2.075 2.591 3.510 4.189 4.550 
 9716 1.448 2.041 2.603 3.526 4.206 4.580 
 9717 1.465 2.016 2.590 3.501 4.213 4.559 
 9718 1.402 2.000 2.613 3.551 4.200 4.567 
 9719 1.372 2.011 2.622 3.600 4.227 4.555 
 9720 1.353 2.006 2.607 3.634 4.242 4.533 
 9721 1.354 1.977 2.593 3.635 4.209 4.542 
 9722 1.366 1.966 2.518 3.564 4.152 4.535 
 9723 1.346 1.958 2.500 3.534 4.173 4.594 
 9724 1.360 2.045 2.450 3.563 4.185 4.605 
 9725 1.305 2.072 2.449 3.622 4.179 4.592 
 9726 1.336 2.066 2.467 3.618 4.141 4.569 
 9727 1.384 1.980 2.518 3.579 4.116 4.573 
 9728 1.450 1.961 2.529 3.587 4.143 4.607 
 9729 1.437 2.002 2.525 3.625 4.151 4.596 
 9730 1.422 2.044 2.515 3.600 4.192 4.570 
 9731 1.390 2.027 2.529 3.549 4.167 4.604 
 9732 1.333 1.966 2.513 3.545 4.121 4.635 
 9733 1.316 1.923 2.495 3.599 4.085 4.619 
 9734 1.287 1.918 2.469 3.652 4.084 4.609 
 9735 1.331 1.964 2.489 3.647 4.113 4.566 
 9736 1.315 2.018 2.518 3.605 4.105 4.589 
 9737 1.370 2.063 2.544 3.584 4.143 4.568 
 9738 1.338 2.080 2.541 3.575 4.132 4.603 
 9739 1.281 2.060 2.526 3.583 4.137 4.607 
 9740 1.262 2.010 2.534 3.555 4.123 4.571 
 9741 1.333 1.934 2.533 3.551 4.168 4.556 
 9742 1.454 1.942 2.530 3.556 4.188 4.578 
 9743 1.481 1.985 2.534 3.595 4.156 4.625 
 9744 1.508 2.055 2.549 3.606 4.161 4.599 
 9745 1.512 2.073 2.563 3.595 4.162 4.558 
 9746 1.521 2.092 2.563 3.612 4.220 4.544 
 9747 1.476 2.064 2.580 3.581 4.182 4.566 
 9748 1.482 2.047 2.571 3.609 4.193 4.541 
 9749 1.437 2.006 2.616 3.545 4.176 4.540 
 9750 1.438 2.032 2.615 3.587 4.196 4.520 
 9751 1.395 2.031 2.619 3.560 4.134 4.504 
 9752 1.395 2.070 2.568 3.555 4.117 4.447 
 9753 1.414 2.069 2.500 3.511 4.097 4.479 
 9754 1.418 2.059 2.489 3.475 4.146 4.534 
 9755 1.407 2.040 2.465 3.469 4.161 4.572 
 9756 1.378 2.054 2.532 3.495 4.196 4.594 
 9757 1.362 2.104 2.564 3.532 4.201 4.604 
 9758 1.375 2.071 2.553 3.598 4.209 4.594 
 9759 1.384 2.007 2.501 3.587 4.184 4.549 
 9760 1.366 1.948 2.478 3.565 4.206 4.494 
 9761 1.400 1.954 2.525 3.569 4.200 4.492 
 9762 1.422 1.981 2.565 3.579 4.243 4.506 
 9763 1.489 1.974 2.551 3.588 4.232 4.514 
 9764 1.458 1.999 2.527 3.574 4.187 4.517 
 9765 1.451 1.988 2.448 3.586 4.104 4.490 
 9766 1.408 2.013 2.425 3.581 4.073 4.532 
 9767 1.420 1.947 2.436 3.580 4.078 4.551 
 9768 1.420 1.983 2.507 3.567 4.139 4.579 
 9769 1.449 1.978 2.499 3.570 4.183 4.565 
 9770 1.421 2.013 2.483 3.558 4.198 4.561 
 9771 1.424 1.962 2.447 3.558 4.209 4.612 
 9772 1.406 1.952 2.459 3.574 4.195 4.613 
 9773 1.429 1.961 2.485 3.582 4.202 4.595 
 9774 1.355 2.004 2.516 3.566 4.149 4.510 
 9775 1.313 2.039 2.508 3.560 4.118 4.497 
 9776 1.336 2.053 2.501 3.555 4.127 4.532 
 9777 1.398 2.015 2.523 3.582 4.096 4.573 
 9778 1.452 1.970 2.546 3.572 4.102 4.579 
 9779 1.441 1.935 2.554 3.521 4.078 4.611 
 9780 1.447 1.931 2.557 3.513 4.096 4.628 
 9781 1.435 1.910 2.551 3.565 4.132 4.632 
 9782 1.454 1.915 2.552 3.607 4.136 4.573 
 9783 1.444 1.923 2.553 3.614 4.156 4.600 
 9784 1.429 1.885 2.580 3.587 4.130 4.618 
 9785 1.353 1.870 2.587 3.538 4.195 4.665 
 9786 1.315 1.892 2.583 3.491 4.246 4.656 
 9787 1.307 2.016 2.606 3.476 4.209 4.653 
 9788 1.312 2.056 2.565 3.532 4.181 4.611 
 9789 1.361 2.050 2.540 3.557 4.116 4.595 
 9790 1.340 1.983 2.521 3.569 4.124 4.549 
 9791 1.400 1.943 2.574 3.554 4.114 4.528 
 9792 1.430 1.929 2.603 3.531 4.186 4.525 
 9793 1.466 1.887 2.586 3.504 4.238 4.593 
 9794 1.483 1.908 2.594 3.511 4.252 4.593 
 9795 1.497 1.905 2.566 3.525 4.182 4.547 
 9796 1.451 1.965 2.579 3.570 4.154 4.478 
 9797 1.415 1.974 2.557 3.572 4.131 4.510 
 9798 1.367 2.017 2.548 3.591 4.158 4.564 
 9799 1.412 1.999 2.496 3.548 4.149 4.585 
 9800 1.406 1.997 2.465 3.514 4.168 4.559 
 9801 1.388 1.977 2.461 3.498 4.156 4.554 
 9802 1.375 1.950 2.534 3.468 4.161 4.553 
 9803 1.348 1.930 2.576 3.505 4.120 4.562 
 9804 1.351 1.899 2.627 3.515 4.138 4.510 
 9805 1.353 1.942 2.580 3.584 4.125 4.527 
 9806 1.339 1.934 2.592 3.566 4.124 4.520 
 9807 1.339 1.974 2.581 3.585 4.121 4.569 
 9808 1.360 1.966 2.576 3.562 4.180 4.588 
 9809 1.399 2.041 2.489 3.558 4.258 4.616 
 9810 1.403 2.026 2.489 3.557 4.301 4.652 
 9811 1.385 2.056 2.475 3.545 4.287 4.668 
 9812 1.395 2.022 2.539 3.526 4.264 4.665 
 9813 1.364 2.002 2.509 3.527 4.222 4.633 
 9814 1.374 2.000 2.531 3.538 4.173 4.596 
 9815 1.362 1.985 2.530 3.574 4.133 4.587 
 9816 1.350 2.028 2.548 3.568 4.076 4.549 
 9817 1.347 1.997 2.554 3.596 4.085 4.565 
 9818 1.320 2.013 2.503 3.638 4.109 4.564 
 9819 1.378 1.989 2.449 3.654 4.179 4.572 
 9820 1.384 2.017 2.435 3.583 4.176 4.553 
 9821 1.458 2.032 2.477 3.533 4.165 4.593 
 9822 1.464 2.077 2.497 3.519 4.116 4.609 
 9823 1.454 2.075 2.523 3.573 4.138 4.605 
 9824 1.409 2.083 2.519 3.585 4.119 4.550 
 9825 1.380 2.040 2.552 3.612 4.125 4.521 
 9826 1.337 1.992 2.527 3.572 4.128 4.521 
 9827 1.356 1.923 2.508 3.518 4.113 4.533 
 9828 1.363 1.858 2.481 3.479 4.098 4.578 
 9829 1.433 1.856 2.438 3.482 4.070 4.610 
 9830 1.434 1.880 2.449 3.515 4.088 4.579 
 9831 1.466 1.958 2.481 3.488 4.132 4.588 
 9832 1.421 1.987 2.531 3.473 4.161 4.573 
 9833 1.392 1.937 2.539 3.494 4.185 4.631 
 9834 1.392 1.915 2.521 3.515 4.190 4.622 
 9835 1.425 1.880 2.545 3.582 4.164 4.623 
 9836 1.456 1.920 2.557 3.632 4.157 4.608 
 9837 1.434 1.922 2.540 3.704 4.131 4.608 
 9838 1.418 1.910 2.560 3.704 4.165 4.580 
 9839 1.390 1.915 2.595 3.667 4.172 4.573 
 9840 1.368 1.905 2.661 3.620 4.198 4.523 
 9841 1.376 1.958 2.639 3.609 4.169 4.542 
 9842 1.317 1.944 2.621 3.618 4.204 4.528 
 9843 1.348 1.944 2.583 3.613 4.158 4.537 
 9844 1.318 1.934 2.599 3.593 4.150 4.540 
 9845 1.401 1.969 2.567 3.566 4.120 4.541 
 9846 1.361 2.005 2.555 3.548 4.156 4.580 
 9847 1.388 1.987 2.509 3.537 4.198 4.595 
 9848 1.373 1.981 2.531 3.538 4.185 4.621 
 9849 1.393 1.916 2.560 3.522 4.171 4.597 
 9850 1.422 1.894 2.614 3.519 4.098 4.572 
 9851 1.441 1.902 2.631 3.513 4.079 4.559 
 9852 1.429 1.934 2.647 3.578 4.098 4.544 
 9853 1.399 1.989 2.621 3.614 4.103 4.541 
 9854 1.391 1.981 2.612 3.579 4.076 4.531 
 9855 1.390 2.020 2.581 3.531 4.062 4.528 
 9856 1.388 2.031 2.608 3.530 4.089 4.542 
 9857 1.369 2.014 2.574 3.546 4.163 4.557 
 9858 1.382 2.014 2.577 3.551 4.174 4.546 
 9859 1.419 2.011 2.520 3.555 4.222 4.569 
 9860 1.448 2.060 2.567 3.594 4.178 4.619 
 9861 1.448 1.993 2.567 3.633 4.198 4.680 
 9862 1.422 1.964 2.577 3.650 4.171 4.696 
 9863 1.422 1.910 2.499 3.608 4.188 4.642 
 9864 1.433 1.972 2.463 3.606 4.202 4.624 
 9865 1.439 2.035 2.433 3.581 4.173 4.591 
 9866 1.438 2.059 2.464 3.614 4.209 4.593 
 9867 1.449 2.043 2.497 3.569 4.142 4.612 
 9868 1.394 1.989 2.527 3.558 4.154 4.599 
 9869 1.359 1.973 2.537 3.566 4.095 4.608 
 9870 1.325 1.932 2.518 3.544 4.093 4.621 
 9871 1.374 1.937 2.519 3.511 4.078 4.649 
 9872 1.429 1.954 2.506 3.499 4.121 4.630 
 9873 1.448 1.982 2.507 3.511 4.145 4.558 
 9874 1.426 1.949 2.509 3.566 4.124 4.558 
 9875 1.409 1.961 2.520 3.561 4.111 4.541 
 9876 1.397 1.972 2.563 3.619 4.148 4.586 
 9877 1.399 1.989 2.569 3.601 4.238 4.559 
 9878 1.358 1.962 2.586 3.579 4.193 4.582 
 9879 1.339 1.939 2.549 3.516 4.164 4.544 
 9880 1.332 1.922 2.581 3.511 4.093 4.537 
 9881 1.347 1.924 2.573 3.521 4.106 4.541 
 9882 1.373 1.921 2.586 3.544 4.085 4.558 
 9883 1.357 1.966 2.570 3.532 4.069 4.557 
 9884 1.367 1.971 2.552 3.566 4.052 4.560 
 9885 1.361 2.031 2.556 3.565 4.060 4.573 
 9886 1.411 2.010 2.559 3.609 4.064 4.591 
 9887 1.420 2.026 2.587 3.571 4.080 4.578 
 9888 1.430 2.010 2.591 3.529 4.099 4.606 
 9889 1.413 2.010 2.595 3.494 4.172 4.581 
 9890 1.434 2.015 2.586 3.484 4.198 4.555 
 9891 1.410 1.979 2.587 3.527 4.193 4.526 
 9892 1.411 1.971 2.567 3.522 4.141 4.547 
 9893 1.378 1.934 2.588 3.510 4.153 4.577 
 9894 1.377 1.931 2.591 3.505 4.157 4.562 
 9895 1.355 1.908 2.567 3.495 4.177 4.549 
 9896 1.370 1.893 2.514 3.545 4.171 4.580 
 9897 1.368 1.908 2.456 3.535 4.172 4.585 
 9898 1.356 1.930 2.452 3.592 4.174 4.581 
 9899 1.341 1.942 2.503 3.585 4.126 4.571 
 9900 1.369 1.992 2.569 3.625 4.146 4.636 
 9901 1.429 2.009 2.599 3.594 4.176 4.700 
 9902 1.428 2.048 2.618 3.613 4.233 4.725 
 9903 1.426 2.024 2.633 3.594 4.235 4.686 
 9904 1.388 2.004 2.649 3.613 4.194 4.649 
 9905 1.404 1.988 2.599 3.626 4.219 4.618 
 9906 1.399 1.997 2.554 3.633 4.235 4.639 
 9907 1.390 1.994 2.528 3.591 4.269 4.654 
 9908 1.426 1.980 2.565 3.553 4.256 4.649 
 9909 1.449 1.976 2.604 3.531 4.267 4.636 
 9910 1.472 1.969 2.602 3.577 4.268 4.624 
 9911 1.423 1.996 2.592 3.585 4.247 4.597 
 9912 1.367 1.945 2.547 3.635 4.212 4.615 
 9913 1.338 1.963 2.559 3.637 4.182 4.609 
 9914 1.314 1.968 2.542 3.681 4.167 4.658 
 9915 1.321 2.002 2.568 3.652 4.132 4.619 
 9916 1.352 2.014 2.540 3.623 4.145 4.657 
 9917 1.381 2.043 2.524 3.574 4.154 4.618 
 9918 1.384 2.007 2.469 3.592 4.149 4.612 
 9919 1.378 1.998 2.487 3.603 4.156 4.567 
 9920 1.332 1.979 2.499 3.605 4.164 4.579 
 9921 1.341 2.016 2.565 3.546 4.192 4.559 
