year steric_MMCP2.6 steric_MMCP4.5 steric_MMCP6.0 steric_MMCP-break steric_MMCP8.5 steric_MMCP-feedback 
 7081 0.299 0.593 1.037 2.002 2.567 2.898 
 7082 0.299 0.593 1.037 2.002 2.566 2.899 
 7083 0.299 0.593 1.037 2.002 2.567 2.898 
 7084 0.299 0.593 1.037 2.002 2.567 2.898 
 7085 0.299 0.593 1.037 2.002 2.566 2.898 
 7086 0.299 0.593 1.036 2.002 2.566 2.898 
 7087 0.299 0.593 1.036 2.002 2.566 2.897 
 7088 0.299 0.593 1.037 2.002 2.566 2.897 
 7089 0.299 0.592 1.036 2.002 2.566 2.897 
 7090 0.298 0.593 1.036 2.002 2.565 2.897 
 7091 0.298 0.594 1.037 2.003 2.565 2.898 
 7092 0.299 0.594 1.037 2.003 2.565 2.898 
 7093 0.299 0.594 1.037 2.003 2.566 2.898 
 7094 0.300 0.594 1.037 2.003 2.566 2.898 
 7095 0.300 0.594 1.037 2.003 2.566 2.898 
 7096 0.300 0.594 1.037 2.002 2.565 2.898 
 7097 0.299 0.594 1.037 2.003 2.566 2.898 
 7098 0.300 0.594 1.036 2.003 2.566 2.898 
 7099 0.300 0.595 1.036 2.003 2.565 2.898 
 7100 0.300 0.594 1.036 2.003 2.564 2.898 
 7101 0.300 0.593 1.036 2.003 2.564 2.899 
 7102 0.300 0.593 1.037 2.002 2.564 2.899 
 7103 0.299 0.593 1.037 2.002 2.564 2.899 
 7104 0.299 0.594 1.037 2.002 2.564 2.900 
 7105 0.299 0.594 1.038 2.002 2.564 2.900 
 7106 0.300 0.594 1.038 2.003 2.564 2.900 
 7107 0.300 0.594 1.038 2.003 2.564 2.900 
 7108 0.300 0.594 1.039 2.002 2.564 2.900 
 7109 0.300 0.594 1.039 2.002 2.564 2.899 
 7110 0.299 0.593 1.038 2.003 2.564 2.899 
 7111 0.300 0.593 1.038 2.002 2.564 2.899 
 7112 0.300 0.593 1.037 2.002 2.564 2.899 
 7113 0.299 0.594 1.037 2.003 2.565 2.899 
 7114 0.299 0.594 1.037 2.003 2.565 2.899 
 7115 0.298 0.595 1.037 2.003 2.565 2.898 
 7116 0.298 0.595 1.037 2.003 2.565 2.898 
 7117 0.298 0.594 1.037 2.003 2.566 2.897 
 7118 0.298 0.594 1.038 2.003 2.565 2.898 
 7119 0.298 0.593 1.038 2.004 2.565 2.898 
 7120 0.298 0.592 1.038 2.004 2.564 2.898 
 7121 0.298 0.592 1.037 2.005 2.564 2.897 
 7122 0.298 0.592 1.037 2.005 2.564 2.897 
 7123 0.298 0.592 1.038 2.004 2.564 2.897 
 7124 0.297 0.592 1.037 2.005 2.563 2.898 
 7125 0.296 0.590 1.037 2.005 2.564 2.898 
 7126 0.295 0.590 1.037 2.005 2.564 2.899 
 7127 0.296 0.590 1.036 2.005 2.564 2.899 
 7128 0.296 0.590 1.036 2.004 2.563 2.899 
 7129 0.297 0.591 1.036 2.004 2.564 2.898 
 7130 0.297 0.591 1.036 2.005 2.564 2.898 
 7131 0.297 0.591 1.037 2.004 2.564 2.898 
 7132 0.296 0.591 1.036 2.004 2.563 2.898 
 7133 0.296 0.591 1.036 2.004 2.563 2.898 
 7134 0.297 0.592 1.037 2.003 2.563 2.898 
 7135 0.297 0.591 1.037 2.003 2.563 2.898 
 7136 0.296 0.591 1.037 2.004 2.562 2.898 
 7137 0.296 0.592 1.037 2.004 2.561 2.898 
 7138 0.296 0.592 1.036 2.004 2.561 2.898 
 7139 0.296 0.592 1.036 2.004 2.561 2.898 
 7140 0.296 0.592 1.036 2.003 2.562 2.898 
 7141 0.296 0.592 1.037 2.004 2.561 2.898 
 7142 0.297 0.592 1.037 2.005 2.562 2.898 
 7143 0.297 0.592 1.037 2.005 2.562 2.898 
 7144 0.297 0.593 1.037 2.005 2.562 2.898 
 7145 0.297 0.592 1.037 2.004 2.562 2.898 
