year  AIS_MMCP2.6  AIS_MMCP4.5  AIS_MMCP6.0   AIS_MMCP-break  AIS_MMCP8.5 AIS_MMCP-feedback 
 6297 1.056 1.548 5.851 9.873 16.585 21.676 
 6298 1.056 1.549 5.851 9.874 16.585 21.678 
 6299 1.057 1.549 5.851 9.875 16.586 21.680 
 6300 1.057 1.549 5.851 9.876 16.587 21.683 
 6301 1.057 1.549 5.851 9.877 16.588 21.687 
 6302 1.058 1.550 5.851 9.878 16.589 21.690 
 6303 1.058 1.550 5.851 9.879 16.590 21.693 
 6304 1.058 1.550 5.851 9.879 16.592 21.696 
 6305 1.058 1.551 5.852 9.879 16.594 21.699 
 6306 1.058 1.551 5.852 9.880 16.595 21.702 
 6307 1.058 1.551 5.853 9.880 16.596 21.704 
 6308 1.058 1.551 5.853 9.880 16.597 21.707 
 6309 1.058 1.551 5.853 9.881 16.597 21.709 
 6310 1.058 1.551 5.854 9.881 16.598 21.711 
 6311 1.058 1.551 5.854 9.882 16.598 21.713 
 6312 1.058 1.551 5.854 9.882 16.599 21.716 
 6313 1.058 1.551 5.854 9.882 16.601 21.718 
 6314 1.058 1.551 5.854 9.882 16.602 21.721 
 6315 1.058 1.551 5.855 9.882 16.603 21.724 
 6316 1.058 1.551 5.855 9.882 16.603 21.726 
 6317 1.058 1.551 5.855 9.883 16.604 21.727 
 6318 1.058 1.552 5.855 9.884 16.604 21.729 
 6319 1.058 1.552 5.855 9.885 16.605 21.731 
 6320 1.058 1.552 5.855 9.886 16.606 21.733 
 6321 1.058 1.553 5.855 9.886 16.608 21.735 
 6322 1.058 1.553 5.855 9.887 16.608 21.737 
 6323 1.058 1.553 5.855 9.887 16.609 21.738 
 6324 1.058 1.553 5.856 9.889 16.609 21.740 
 6325 1.058 1.553 5.856 9.890 16.610 21.743 
 6326 1.058 1.553 5.856 9.890 16.611 21.746 
 6327 1.058 1.553 5.857 9.891 16.611 21.749 
 6328 1.058 1.553 5.857 9.891 16.612 21.753 
 6329 1.058 1.553 5.857 9.891 16.613 21.757 
 6330 1.059 1.553 5.857 9.892 16.614 21.760 
 6331 1.059 1.553 5.857 9.893 16.615 21.763 
 6332 1.059 1.552 5.858 9.893 16.617 21.765 
 6333 1.059 1.552 5.858 9.894 16.619 21.767 
 6334 1.059 1.553 5.858 9.895 16.621 21.769 
 6335 1.059 1.553 5.859 9.896 16.622 21.772 
 6336 1.059 1.553 5.859 9.896 16.624 21.774 
 6337 1.059 1.553 5.860 9.897 16.626 21.777 
 6338 1.059 1.553 5.860 9.897 16.627 21.780 
 6339 1.059 1.553 5.860 9.898 16.628 21.783 
 6340 1.059 1.553 5.861 9.898 16.629 21.785 
 6341 1.059 1.553 5.861 9.899 16.631 21.787 
 6342 1.059 1.553 5.861 9.900 16.632 21.790 
 6343 1.059 1.553 5.862 9.901 16.633 21.793 
 6344 1.060 1.553 5.862 9.902 16.633 21.796 
 6345 1.060 1.553 5.863 9.903 16.634 21.799 
 6346 1.060 1.553 5.863 9.903 16.635 21.802 
 6347 1.060 1.553 5.863 9.904 16.635 21.806 
 6348 1.060 1.552 5.864 9.904 16.636 21.809 
 6349 1.060 1.552 5.864 9.905 16.637 21.811 
 6350 1.060 1.553 5.864 9.906 16.637 21.814 
 6351 1.060 1.553 5.865 9.907 16.638 21.817 
 6352 1.060 1.554 5.866 9.908 16.639 21.820 
 6353 1.061 1.555 5.866 9.909 16.641 21.822 
 6354 1.061 1.555 5.866 9.910 16.642 21.825 
 6355 1.060 1.555 5.867 9.910 16.642 21.827 
 6356 1.060 1.555 5.867 9.911 16.643 21.829 
 6357 1.060 1.556 5.868 9.912 16.644 21.831 
 6358 1.060 1.556 5.868 9.913 16.645 21.833 
 6359 1.060 1.556 5.868 9.914 16.646 21.835 
 6360 1.060 1.557 5.868 9.915 16.646 21.838 
 6361 1.061 1.557 5.868 9.915 16.647 21.841 
 6362 1.061 1.557 5.868 9.916 16.648 21.844 
 6363 1.061 1.557 5.868 9.916 16.649 21.848 
 6364 1.061 1.557 5.869 9.917 16.650 21.851 
 6365 1.061 1.558 5.869 9.918 16.652 21.853 
 6366 1.061 1.558 5.870 9.919 16.653 21.856 
 6367 1.061 1.559 5.870 9.920 16.654 21.858 
 6368 1.061 1.559 5.871 9.921 16.656 21.860 
 6369 1.061 1.559 5.871 9.922 16.657 21.863 
 6370 1.061 1.559 5.871 9.922 16.659 21.865 
 6371 1.061 1.560 5.871 9.922 16.660 21.867 
 6372 1.061 1.560 5.871 9.923 16.661 21.869 
 6373 1.061 1.560 5.872 9.924 16.662 21.871 
 6374 1.061 1.560 5.872 9.924 16.663 21.873 
 6375 1.061 1.560 5.873 9.925 16.664 21.876 
 6376 1.061 1.560 5.874 9.925 16.664 21.879 
 6377 1.061 1.560 5.875 9.927 16.665 21.881 
 6378 1.061 1.559 5.875 9.927 16.666 21.883 
 6379 1.061 1.559 5.875 9.928 16.668 21.886 
 6380 1.061 1.559 5.875 9.929 16.670 21.887 
 6381 1.061 1.559 5.875 9.929 16.672 21.890 
 6382 1.061 1.559 5.875 9.930 16.674 21.892 
 6383 1.061 1.559 5.875 9.931 16.675 21.896 
 6384 1.061 1.560 5.876 9.931 16.677 21.900 
 6385 1.060 1.560 5.877 9.932 16.678 21.904 
 6386 1.060 1.561 5.877 9.932 16.679 21.906 
 6387 1.060 1.561 5.877 9.933 16.680 21.908 
 6388 1.060 1.561 5.877 9.934 16.681 21.910 
 6389 1.060 1.562 5.877 9.935 16.682 21.912 
 6390 1.060 1.562 5.877 9.936 16.684 21.914 
 6391 1.059 1.562 5.877 9.937 16.685 21.916 
 6392 1.059 1.562 5.877 9.938 16.687 21.918 
 6393 1.060 1.562 5.877 9.938 16.688 21.921 
 6394 1.060 1.562 5.878 9.939 16.689 21.923 
 6395 1.061 1.563 5.878 9.939 16.690 21.925 
 6396 1.061 1.563 5.878 9.940 16.691 21.927 
 6397 1.061 1.563 5.878 9.941 16.692 21.929 
 6398 1.061 1.562 5.878 9.942 16.694 21.931 
 6399 1.061 1.563 5.878 9.943 16.695 21.934 
 6400 1.061 1.563 5.878 9.943 16.696 21.937 
 6401 1.061 1.563 5.878 9.944 16.696 21.941 
 6402 1.061 1.564 5.878 9.945 16.696 21.945 
 6403 1.061 1.564 5.879 9.946 16.697 21.950 
 6404 1.061 1.564 5.879 9.946 16.698 21.955 
 6405 1.061 1.564 5.879 9.947 16.699 21.959 
 6406 1.061 1.564 5.879 9.947 16.701 21.962 
 6407 1.061 1.564 5.879 9.948 16.702 21.965 
 6408 1.061 1.565 5.879 9.950 16.703 21.968 
 6409 1.061 1.565 5.880 9.951 16.704 21.971 
 6410 1.061 1.565 5.880 9.952 16.704 21.974 
 6411 1.061 1.565 5.880 9.953 16.705 21.977 
 6412 1.061 1.565 5.880 9.954 16.706 21.979 
 6413 1.061 1.566 5.880 9.955 16.707 21.980 
 6414 1.062 1.566 5.880 9.957 16.708 21.982 
 6415 1.062 1.566 5.880 9.958 16.709 21.984 
 6416 1.062 1.566 5.880 9.958 16.710 21.986 
 6417 1.062 1.566 5.880 9.959 16.712 21.989 
 6418 1.062 1.566 5.881 9.960 16.714 21.992 
 6419 1.061 1.566 5.882 9.962 16.715 21.995 
 6420 1.061 1.566 5.882 9.963 16.716 21.998 
 6421 1.061 1.566 5.882 9.964 16.717 22.001 
 6422 1.061 1.566 5.883 9.965 16.718 22.004 
 6423 1.061 1.567 5.883 9.966 16.718 22.006 
 6424 1.061 1.567 5.883 9.967 16.719 22.009 
 6425 1.061 1.568 5.884 9.969 16.720 22.011 
 6426 1.061 1.568 5.885 9.970 16.722 22.013 
 6427 1.062 1.568 5.885 9.972 16.723 22.015 
 6428 1.062 1.568 5.885 9.973 16.724 22.018 
 6429 1.062 1.568 5.886 9.974 16.725 22.021 
 6430 1.062 1.568 5.886 9.975 16.726 22.024 
 6431 1.062 1.568 5.886 9.977 16.727 22.027 
 6432 1.062 1.568 5.886 9.978 16.728 22.030 
 6433 1.062 1.568 5.886 9.979 16.729 22.032 
 6434 1.062 1.568 5.886 9.980 16.731 22.035 
 6435 1.062 1.568 5.886 9.982 16.732 22.036 
 6436 1.062 1.569 5.886 9.983 16.734 22.038 
 6437 1.062 1.569 5.886 9.985 16.735 22.039 
 6438 1.062 1.569 5.886 9.987 16.736 22.041 
 6439 1.061 1.569 5.886 9.988 16.737 22.043 
 6440 1.061 1.569 5.887 9.988 16.738 22.045 
 6441 1.061 1.569 5.887 9.989 16.739 22.046 
 6442 1.061 1.569 5.887 9.990 16.741 22.048 
 6443 1.061 1.569 5.888 9.992 16.743 22.049 
 6444 1.061 1.570 5.888 9.993 16.746 22.051 
 6445 1.061 1.570 5.888 9.995 16.748 22.054 
 6446 1.061 1.570 5.889 9.998 16.749 22.056 
 6447 1.061 1.570 5.889 10.000 16.751 22.057 
 6448 1.061 1.570 5.889 10.001 16.754 22.059 
 6449 1.061 1.570 5.889 10.003 16.756 22.060 
 6450 1.061 1.570 5.889 10.004 16.758 22.062 
 6451 1.062 1.570 5.890 10.006 16.759 22.065 
 6452 1.062 1.570 5.890 10.009 16.760 22.067 
 6453 1.062 1.570 5.890 10.011 16.762 22.069 
 6454 1.062 1.571 5.890 10.012 16.762 22.071 
 6455 1.062 1.571 5.890 10.013 16.763 22.073 
 6456 1.062 1.571 5.890 10.014 16.763 22.077 
 6457 1.062 1.571 5.890 10.016 16.764 22.081 
 6458 1.062 1.570 5.890 10.018 16.766 22.084 
 6459 1.062 1.570 5.890 10.019 16.768 22.087 
 6460 1.061 1.570 5.890 10.020 16.769 22.090 
 6461 1.061 1.571 5.890 10.022 16.769 22.092 
 6462 1.061 1.571 5.890 10.023 16.770 22.094 
 6463 1.061 1.571 5.890 10.025 16.771 22.095 
 6464 1.060 1.571 5.890 10.026 16.772 22.096 
 6465 1.060 1.571 5.890 10.027 16.773 22.097 
 6466 1.060 1.571 5.890 10.029 16.774 22.100 
 6467 1.060 1.571 5.891 10.030 16.775 22.103 
 6468 1.060 1.572 5.892 10.031 16.776 22.105 
 6469 1.060 1.572 5.892 10.033 16.777 22.107 
 6470 1.060 1.572 5.892 10.034 16.778 22.109 
 6471 1.060 1.572 5.892 10.035 16.780 22.112 
 6472 1.060 1.572 5.892 10.037 16.781 22.115 
 6473 1.060 1.572 5.892 10.039 16.781 22.117 
 6474 1.060 1.572 5.893 10.040 16.782 22.119 
 6475 1.060 1.571 5.893 10.042 16.783 22.120 
 6476 1.060 1.571 5.894 10.044 16.784 22.122 
 6477 1.060 1.571 5.895 10.045 16.785 22.123 
 6478 1.060 1.571 5.895 10.046 16.787 22.125 
 6479 1.060 1.571 5.895 10.047 16.788 22.126 
 6480 1.060 1.571 5.895 10.049 16.790 22.127 
 6481 1.060 1.571 5.895 10.051 16.791 22.129 
 6482 1.060 1.571 5.895 10.052 16.791 22.131 
 6483 1.060 1.570 5.896 10.053 16.792 22.134 
 6484 1.060 1.570 5.896 10.054 16.793 22.136 
 6485 1.060 1.570 5.896 10.055 16.794 22.137 
 6486 1.060 1.570 5.897 10.056 16.795 22.139 
 6487 1.061 1.570 5.897 10.058 16.796 22.141 
 6488 1.061 1.571 5.897 10.059 16.797 22.142 
 6489 1.061 1.571 5.898 10.060 16.798 22.144 
 6490 1.061 1.571 5.898 10.061 16.799 22.146 
 6491 1.062 1.571 5.898 10.062 16.801 22.149 
 6492 1.062 1.571 5.898 10.064 16.802 22.153 
 6493 1.062 1.571 5.899 10.065 16.802 22.156 
 6494 1.062 1.572 5.900 10.066 16.803 22.158 
 6495 1.062 1.572 5.901 10.068 16.803 22.159 
 6496 1.063 1.572 5.901 10.069 16.804 22.160 
 6497 1.063 1.573 5.901 10.070 16.804 22.162 
 6498 1.063 1.573 5.901 10.070 16.805 22.164 
 6499 1.063 1.573 5.901 10.071 16.806 22.167 
 6500 1.063 1.573 5.902 10.072 16.808 22.169 
 6501 1.063 1.573 5.902 10.073 16.809 22.171 
 6502 1.063 1.574 5.902 10.074 16.810 22.173 
 6503 1.063 1.574 5.902 10.076 16.810 22.175 
 6504 1.063 1.575 5.902 10.077 16.810 22.177 
 6505 1.063 1.575 5.903 10.077 16.811 22.179 
 6506 1.063 1.575 5.903 10.078 16.812 22.181 
 6507 1.063 1.575 5.903 10.078 16.813 22.183 
 6508 1.063 1.575 5.903 10.079 16.814 22.184 
 6509 1.063 1.575 5.902 10.080 16.814 22.186 
 6510 1.064 1.575 5.903 10.082 16.815 22.188 
 6511 1.064 1.575 5.903 10.083 16.816 22.190 
 6512 1.064 1.576 5.903 10.084 16.817 22.192 
 6513 1.064 1.576 5.903 10.085 16.818 22.194 
 6514 1.064 1.576 5.903 10.086 16.820 22.196 
 6515 1.065 1.576 5.904 10.087 16.822 22.199 
 6516 1.065 1.576 5.904 10.087 16.823 22.201 
 6517 1.065 1.576 5.905 10.087 16.825 22.203 
 6518 1.066 1.576 5.905 10.088 16.827 22.205 
 6519 1.066 1.576 5.905 10.089 16.830 22.207 
 6520 1.067 1.577 5.905 10.089 16.832 22.208 
 6521 1.067 1.577 5.905 10.089 16.833 22.210 
 6522 1.067 1.578 5.905 10.090 16.834 22.212 
 6523 1.067 1.578 5.906 10.091 16.834 22.213 
 6524 1.067 1.578 5.906 10.092 16.834 22.215 
 6525 1.067 1.578 5.906 10.093 16.835 22.217 
 6526 1.067 1.578 5.907 10.094 16.836 22.219 
 6527 1.067 1.579 5.907 10.094 16.836 22.221 
 6528 1.067 1.579 5.908 10.094 16.837 22.224 
 6529 1.068 1.579 5.908 10.095 16.838 22.226 
 6530 1.068 1.579 5.908 10.096 16.840 22.228 
 6531 1.068 1.579 5.909 10.097 16.841 22.230 
 6532 1.068 1.579 5.909 10.098 16.841 22.232 
 6533 1.068 1.580 5.909 10.098 16.842 22.235 
 6534 1.068 1.580 5.910 10.099 16.843 22.237 
 6535 1.068 1.581 5.910 10.100 16.844 22.239 
 6536 1.068 1.581 5.911 10.101 16.845 22.241 
 6537 1.068 1.580 5.912 10.102 16.847 22.242 
 6538 1.068 1.580 5.912 10.103 16.849 22.243 
 6539 1.068 1.580 5.913 10.104 16.850 22.245 
 6540 1.068 1.581 5.913 10.105 16.850 22.248 
 6541 1.068 1.581 5.914 10.106 16.851 22.251 
 6542 1.068 1.581 5.914 10.107 16.852 22.254 
 6543 1.068 1.581 5.914 10.108 16.853 22.257 
 6544 1.068 1.581 5.914 10.108 16.854 22.260 
 6545 1.068 1.581 5.915 10.109 16.855 22.262 
 6546 1.068 1.581 5.915 10.110 16.856 22.265 
 6547 1.068 1.581 5.915 10.111 16.857 22.267 
 6548 1.069 1.581 5.916 10.112 16.858 22.268 
 6549 1.069 1.582 5.916 10.113 16.859 22.270 
 6550 1.069 1.582 5.916 10.114 16.860 22.271 
 6551 1.069 1.583 5.916 10.115 16.861 22.274 
 6552 1.069 1.583 5.916 10.115 16.862 22.276 
 6553 1.070 1.584 5.917 10.116 16.863 22.279 
 6554 1.070 1.584 5.917 10.117 16.864 22.281 
 6555 1.070 1.584 5.917 10.118 16.865 22.284 
 6556 1.070 1.584 5.917 10.119 16.866 22.287 
 6557 1.071 1.584 5.918 10.120 16.867 22.290 
 6558 1.071 1.585 5.918 10.120 16.868 22.293 
 6559 1.071 1.585 5.919 10.121 16.869 22.295 
 6560 1.072 1.585 5.919 10.122 16.869 22.297 
 6561 1.072 1.585 5.919 10.123 16.870 22.300 
 6562 1.072 1.585 5.919 10.124 16.870 22.302 
 6563 1.072 1.585 5.920 10.125 16.871 22.305 
 6564 1.073 1.585 5.920 10.127 16.871 22.308 
 6565 1.073 1.585 5.921 10.128 16.871 22.310 
 6566 1.073 1.585 5.921 10.129 16.872 22.313 
 6567 1.073 1.586 5.921 10.129 16.873 22.316 
 6568 1.073 1.586 5.922 10.130 16.874 22.318 
 6569 1.074 1.586 5.922 10.130 16.875 22.320 
 6570 1.074 1.586 5.923 10.130 16.876 22.322 
 6571 1.074 1.586 5.923 10.130 16.877 22.324 
 6572 1.075 1.587 5.923 10.131 16.877 22.325 
 6573 1.075 1.587 5.923 10.132 16.877 22.327 
 6574 1.075 1.588 5.923 10.133 16.877 22.329 
 6575 1.075 1.588 5.923 10.133 16.877 22.331 
 6576 1.076 1.588 5.923 10.133 16.878 22.334 
 6577 1.076 1.588 5.923 10.134 16.879 22.336 
 6578 1.076 1.588 5.923 10.134 16.880 22.338 
 6579 1.077 1.588 5.923 10.135 16.881 22.341 
 6580 1.077 1.588 5.924 10.135 16.882 22.344 
 6581 1.077 1.587 5.924 10.136 16.883 22.347 
 6582 1.077 1.587 5.924 10.137 16.884 22.348 
 6583 1.077 1.587 5.924 10.138 16.884 22.348 
 6584 1.077 1.587 5.924 10.139 16.884 22.350 
 6585 1.077 1.587 5.924 10.140 16.885 22.352 
 6586 1.077 1.587 5.924 10.141 16.885 22.355 
 6587 1.078 1.586 5.924 10.142 16.885 22.357 
 6588 1.078 1.586 5.925 10.143 16.886 22.359 
 6589 1.078 1.586 5.925 10.144 16.888 22.362 
 6590 1.078 1.586 5.925 10.144 16.889 22.363 
 6591 1.078 1.586 5.926 10.145 16.889 22.365 
 6592 1.079 1.587 5.926 10.146 16.890 22.366 
 6593 1.079 1.587 5.926 10.147 16.891 22.367 
 6594 1.079 1.588 5.926 10.148 16.891 22.369 
 6595 1.079 1.588 5.926 10.150 16.890 22.371 
 6596 1.079 1.588 5.926 10.151 16.890 22.373 
 6597 1.079 1.588 5.927 10.152 16.891 22.376 
 6598 1.079 1.588 5.927 10.152 16.893 22.378 
 6599 1.079 1.588 5.927 10.153 16.894 22.382 
 6600 1.079 1.588 5.928 10.153 16.895 22.384 
 6601 1.079 1.588 5.928 10.154 16.895 22.387 
 6602 1.080 1.588 5.928 10.155 16.896 22.388 
 6603 1.080 1.588 5.928 10.156 16.896 22.389 
 6604 1.080 1.588 5.928 10.157 16.897 22.391 
 6605 1.080 1.588 5.928 10.158 16.898 22.393 
 6606 1.080 1.588 5.929 10.159 16.900 22.394 
 6607 1.080 1.588 5.929 10.160 16.902 22.395 
 6608 1.080 1.588 5.929 10.160 16.903 22.396 
 6609 1.080 1.588 5.930 10.161 16.904 22.397 
 6610 1.080 1.588 5.930 10.162 16.905 22.398 
 6611 1.080 1.588 5.930 10.162 16.905 22.400 
 6612 1.080 1.588 5.930 10.163 16.906 22.402 
 6613 1.080 1.588 5.931 10.164 16.908 22.405 
 6614 1.080 1.588 5.931 10.165 16.909 22.407 
 6615 1.080 1.588 5.932 10.166 16.910 22.408 
 6616 1.080 1.588 5.932 10.167 16.912 22.410 
 6617 1.081 1.588 5.933 10.168 16.913 22.411 
 6618 1.081 1.588 5.933 10.168 16.914 22.413 
 6619 1.081 1.588 5.934 10.169 16.915 22.416 
 6620 1.081 1.588 5.934 10.170 16.915 22.418 
 6621 1.082 1.588 5.935 10.171 16.915 22.419 
 6622 1.081 1.588 5.936 10.172 16.916 22.420 
 6623 1.082 1.588 5.936 10.172 16.916 22.422 
 6624 1.082 1.589 5.937 10.173 16.917 22.423 
 6625 1.082 1.589 5.937 10.173 16.918 22.425 
 6626 1.082 1.589 5.938 10.174 16.919 22.427 
 6627 1.082 1.589 5.939 10.174 16.920 22.429 
 6628 1.082 1.590 5.939 10.175 16.921 22.431 
 6629 1.082 1.590 5.939 10.176 16.923 22.432 
 6630 1.082 1.590 5.939 10.176 16.925 22.434 
 6631 1.082 1.590 5.940 10.177 16.927 22.437 
 6632 1.082 1.590 5.940 10.178 16.928 22.439 
 6633 1.083 1.590 5.941 10.178 16.929 22.441 
 6634 1.083 1.590 5.941 10.179 16.929 22.443 
 6635 1.083 1.590 5.942 10.180 16.930 22.445 
 6636 1.083 1.590 5.942 10.181 16.931 22.447 
 6637 1.083 1.590 5.942 10.181 16.932 22.450 
 6638 1.083 1.590 5.943 10.182 16.932 22.452 
 6639 1.083 1.590 5.943 10.182 16.933 22.455 
 6640 1.084 1.590 5.943 10.182 16.934 22.457 
 6641 1.084 1.590 5.943 10.183 16.936 22.458 
 6642 1.084 1.590 5.943 10.184 16.937 22.460 
 6643 1.084 1.590 5.943 10.185 16.938 22.463 
 6644 1.084 1.590 5.944 10.186 16.939 22.465 
 6645 1.084 1.590 5.944 10.187 16.940 22.467 
 6646 1.084 1.590 5.944 10.188 16.941 22.469 
 6647 1.084 1.590 5.944 10.189 16.943 22.471 
 6648 1.084 1.591 5.945 10.190 16.944 22.474 
 6649 1.084 1.591 5.945 10.191 16.945 22.476 
 6650 1.083 1.591 5.945 10.191 16.946 22.477 
 6651 1.083 1.591 5.945 10.192 16.948 22.479 
 6652 1.084 1.591 5.945 10.192 16.949 22.480 
 6653 1.084 1.591 5.946 10.193 16.950 22.482 
 6654 1.084 1.592 5.946 10.193 16.951 22.484 
 6655 1.084 1.592 5.946 10.193 16.952 22.486 
 6656 1.084 1.592 5.946 10.193 16.953 22.487 
 6657 1.085 1.592 5.946 10.194 16.954 22.488 
 6658 1.084 1.593 5.946 10.195 16.954 22.489 
 6659 1.084 1.593 5.946 10.196 16.955 22.490 
 6660 1.084 1.594 5.947 10.197 16.957 22.491 
 6661 1.085 1.594 5.948 10.197 16.959 22.493 
 6662 1.085 1.594 5.948 10.198 16.960 22.494 
 6663 1.085 1.594 5.948 10.199 16.961 22.496 
 6664 1.084 1.595 5.948 10.200 16.962 22.498 
 6665 1.084 1.595 5.948 10.200 16.962 22.500 
 6666 1.084 1.595 5.948 10.201 16.963 22.501 
 6667 1.084 1.596 5.948 10.202 16.964 22.502 
 6668 1.085 1.596 5.949 10.203 16.965 22.504 
 6669 1.085 1.597 5.949 10.203 16.967 22.506 
 6670 1.085 1.597 5.950 10.204 16.968 22.509 
 6671 1.086 1.597 5.950 10.205 16.969 22.512 
 6672 1.086 1.597 5.950 10.206 16.970 22.514 
 6673 1.086 1.597 5.951 10.207 16.971 22.515 
 6674 1.086 1.597 5.951 10.208 16.973 22.517 
 6675 1.086 1.597 5.951 10.208 16.973 22.518 
 6676 1.087 1.597 5.951 10.209 16.974 22.519 
 6677 1.087 1.597 5.951 10.210 16.974 22.521 
 6678 1.087 1.597 5.952 10.211 16.975 22.522 
 6679 1.087 1.598 5.952 10.211 16.975 22.524 
 6680 1.087 1.598 5.952 10.211 16.975 22.526 
 6681 1.087 1.598 5.953 10.212 16.976 22.527 
 6682 1.087 1.599 5.953 10.213 16.977 22.529 
 6683 1.087 1.599 5.954 10.213 16.978 22.531 
 6684 1.087 1.599 5.954 10.213 16.980 22.533 
 6685 1.087 1.600 5.955 10.213 16.982 22.534 
 6686 1.087 1.600 5.955 10.214 16.983 22.536 
 6687 1.087 1.600 5.955 10.214 16.984 22.538 
 6688 1.087 1.600 5.955 10.215 16.984 22.541 
 6689 1.087 1.600 5.956 10.216 16.985 22.543 
 6690 1.087 1.601 5.956 10.217 16.986 22.545 
 6691 1.087 1.601 5.956 10.218 16.987 22.545 
 6692 1.087 1.601 5.956 10.219 16.988 22.546 
 6693 1.087 1.602 5.956 10.219 16.989 22.547 
 6694 1.088 1.602 5.956 10.219 16.990 22.548 
 6695 1.088 1.602 5.957 10.219 16.991 22.550 
 6696 1.088 1.602 5.957 10.220 16.992 22.552 
 6697 1.088 1.602 5.957 10.221 16.994 22.554 
 6698 1.088 1.603 5.958 10.222 16.996 22.556 
 6699 1.088 1.603 5.958 10.223 16.998 22.558 
 6700 1.088 1.604 5.958 10.224 16.999 22.560 
 6701 1.088 1.604 5.959 10.225 17.000 22.561 
 6702 1.088 1.604 5.959 10.226 17.001 22.563 
 6703 1.088 1.604 5.960 10.226 17.002 22.565 
 6704 1.088 1.605 5.960 10.227 17.004 22.567 
 6705 1.088 1.605 5.961 10.228 17.005 22.569 
 6706 1.088 1.605 5.962 10.229 17.005 22.570 
 6707 1.088 1.605 5.962 10.230 17.006 22.572 
 6708 1.088 1.605 5.962 10.231 17.007 22.573 
 6709 1.088 1.605 5.962 10.231 17.007 22.575 
 6710 1.088 1.605 5.962 10.232 17.008 22.577 
 6711 1.088 1.605 5.962 10.233 17.008 22.580 
 6712 1.088 1.605 5.963 10.234 17.009 22.582 
 6713 1.088 1.605 5.963 10.235 17.010 22.584 
 6714 1.089 1.606 5.963 10.237 17.011 22.586 
 6715 1.089 1.606 5.963 10.238 17.012 22.588 
 6716 1.090 1.606 5.963 10.239 17.013 22.589 
 6717 1.090 1.607 5.964 10.240 17.014 22.591 
 6718 1.091 1.607 5.964 10.241 17.015 22.593 
 6719 1.091 1.607 5.965 10.241 17.016 22.594 
 6720 1.091 1.607 5.966 10.242 17.017 22.595 
 6721 1.092 1.607 5.966 10.243 17.018 22.595 
 6722 1.092 1.607 5.966 10.244 17.018 22.597 
 6723 1.092 1.607 5.966 10.246 17.019 22.599 
 6724 1.092 1.607 5.967 10.247 17.020 22.601 
 6725 1.092 1.607 5.967 10.249 17.022 22.603 
 6726 1.092 1.607 5.968 10.251 17.023 22.604 
 6727 1.093 1.607 5.968 10.252 17.025 22.605 
 6728 1.093 1.607 5.969 10.253 17.026 22.606 
 6729 1.093 1.607 5.969 10.254 17.027 22.607 
 6730 1.093 1.607 5.970 10.254 17.027 22.609 
 6731 1.093 1.607 5.970 10.255 17.028 22.612 
 6732 1.093 1.607 5.970 10.255 17.029 22.615 
 6733 1.094 1.607 5.970 10.256 17.030 22.617 
 6734 1.095 1.607 5.970 10.257 17.031 22.619 
 6735 1.095 1.607 5.970 10.258 17.032 22.620 
 6736 1.095 1.608 5.970 10.259 17.032 22.622 
 6737 1.095 1.608 5.970 10.260 17.032 22.624 
 6738 1.096 1.608 5.970 10.262 17.032 22.625 
 6739 1.096 1.609 5.971 10.263 17.032 22.627 
 6740 1.096 1.609 5.971 10.263 17.033 22.629 
 6741 1.096 1.610 5.971 10.264 17.034 22.632 
 6742 1.096 1.610 5.971 10.264 17.034 22.634 
 6743 1.096 1.610 5.972 10.264 17.034 22.635 
 6744 1.096 1.610 5.972 10.264 17.035 22.637 
 6745 1.096 1.611 5.972 10.264 17.036 22.638 
 6746 1.096 1.611 5.973 10.265 17.038 22.640 
 6747 1.096 1.611 5.973 10.266 17.040 22.642 
 6748 1.096 1.611 5.974 10.266 17.041 22.644 
 6749 1.096 1.612 5.975 10.266 17.043 22.646 
 6750 1.096 1.612 5.975 10.267 17.044 22.647 
 6751 1.097 1.612 5.975 10.268 17.045 22.648 
 6752 1.097 1.612 5.975 10.269 17.046 22.650 
 6753 1.097 1.612 5.975 10.269 17.047 22.652 
 6754 1.097 1.612 5.975 10.270 17.048 22.654 
 6755 1.097 1.612 5.975 10.270 17.048 22.656 
 6756 1.098 1.613 5.975 10.271 17.049 22.657 
 6757 1.098 1.613 5.975 10.271 17.050 22.659 
 6758 1.098 1.613 5.975 10.272 17.052 22.660 
 6759 1.098 1.613 5.976 10.273 17.053 22.662 
 6760 1.098 1.613 5.976 10.274 17.054 22.664 
 6761 1.099 1.613 5.976 10.274 17.055 22.666 
 6762 1.099 1.613 5.976 10.275 17.056 22.668 
 6763 1.100 1.613 5.976 10.276 17.056 22.669 
 6764 1.100 1.614 5.976 10.277 17.057 22.671 
 6765 1.100 1.614 5.976 10.278 17.058 22.673 
 6766 1.101 1.614 5.977 10.280 17.058 22.674 
 6767 1.101 1.615 5.977 10.281 17.058 22.676 
 6768 1.101 1.615 5.977 10.282 17.058 22.678 
 6769 1.101 1.615 5.977 10.283 17.058 22.680 
 6770 1.101 1.615 5.978 10.283 17.059 22.682 
 6771 1.102 1.615 5.978 10.284 17.059 22.684 
 6772 1.102 1.615 5.978 10.285 17.060 22.685 
 6773 1.103 1.616 5.979 10.286 17.060 22.686 
 6774 1.103 1.616 5.979 10.287 17.061 22.687 
 6775 1.103 1.616 5.979 10.288 17.062 22.688 
 6776 1.104 1.616 5.979 10.288 17.063 22.690 
