year glaciers_MMCP2.6 glaciers_MMCP4.5 glaciers_MMCP6.0 glaciers_MMCP-break glaciers_MMCP8.5 glaciers_MMCP-feedback 
 8415 0.236 0.238 0.238 0.240 0.240 0.240 
 8416 0.236 0.238 0.238 0.240 0.240 0.240 
 8417 0.236 0.238 0.238 0.240 0.240 0.240 
 8418 0.236 0.238 0.238 0.240 0.240 0.240 
 8419 0.236 0.238 0.238 0.240 0.240 0.240 
 8420 0.236 0.238 0.238 0.240 0.240 0.240 
 8421 0.236 0.238 0.238 0.240 0.240 0.240 
 8422 0.236 0.238 0.238 0.240 0.240 0.240 
 8423 0.236 0.238 0.238 0.240 0.240 0.240 
 8424 0.236 0.238 0.238 0.240 0.240 0.240 
 8425 0.236 0.238 0.239 0.240 0.240 0.240 
 8426 0.236 0.238 0.239 0.240 0.240 0.240 
 8427 0.236 0.238 0.239 0.240 0.240 0.240 
 8428 0.236 0.238 0.239 0.240 0.240 0.240 
 8429 0.236 0.238 0.239 0.240 0.240 0.240 
 8430 0.236 0.238 0.239 0.240 0.240 0.240 
 8431 0.236 0.238 0.239 0.240 0.240 0.240 
 8432 0.236 0.238 0.239 0.240 0.240 0.240 
 8433 0.236 0.238 0.239 0.240 0.240 0.240 
 8434 0.236 0.238 0.238 0.240 0.240 0.240 
 8435 0.236 0.238 0.239 0.240 0.240 0.240 
 8436 0.236 0.238 0.239 0.240 0.240 0.240 
 8437 0.236 0.238 0.239 0.240 0.240 0.240 
 8438 0.236 0.238 0.239 0.240 0.240 0.240 
 8439 0.236 0.238 0.239 0.240 0.240 0.240 
 8440 0.236 0.238 0.239 0.240 0.240 0.240 
 8441 0.236 0.238 0.239 0.240 0.240 0.240 
 8442 0.236 0.238 0.239 0.240 0.240 0.240 
 8443 0.236 0.238 0.239 0.240 0.240 0.240 
 8444 0.236 0.238 0.239 0.240 0.240 0.240 
 8445 0.236 0.238 0.239 0.240 0.240 0.240 
 8446 0.236 0.238 0.239 0.240 0.240 0.240 
 8447 0.236 0.238 0.239 0.240 0.240 0.240 
 8448 0.236 0.238 0.239 0.240 0.240 0.240 
 8449 0.236 0.238 0.239 0.240 0.240 0.240 
 8450 0.236 0.238 0.239 0.240 0.240 0.240 
 8451 0.236 0.238 0.239 0.240 0.240 0.240 
 8452 0.236 0.238 0.239 0.240 0.240 0.240 
 8453 0.236 0.238 0.238 0.240 0.240 0.240 
 8454 0.236 0.238 0.238 0.240 0.240 0.240 
 8455 0.236 0.238 0.238 0.240 0.240 0.240 
 8456 0.236 0.238 0.238 0.240 0.240 0.240 
 8457 0.236 0.238 0.238 0.240 0.240 0.240 
 8458 0.236 0.238 0.238 0.240 0.240 0.240 
 8459 0.236 0.238 0.238 0.240 0.240 0.240 
 8460 0.236 0.238 0.238 0.240 0.240 0.240 
 8461 0.236 0.238 0.239 0.240 0.240 0.240 
 8462 0.236 0.238 0.239 0.240 0.240 0.240 
 8463 0.236 0.238 0.239 0.240 0.240 0.240 
 8464 0.236 0.238 0.239 0.240 0.240 0.240 
 8465 0.236 0.238 0.239 0.240 0.240 0.240 
 8466 0.236 0.238 0.238 0.240 0.240 0.240 
 8467 0.236 0.238 0.238 0.240 0.240 0.240 
 8468 0.236 0.238 0.238 0.240 0.240 0.240 
 8469 0.236 0.238 0.238 0.240 0.240 0.240 
 8470 0.236 0.238 0.238 0.240 0.240 0.240 
 8471 0.236 0.238 0.238 0.240 0.240 0.240 
 8472 0.236 0.238 0.238 0.240 0.240 0.240 
 8473 0.236 0.238 0.238 0.240 0.240 0.240 
 8474 0.236 0.238 0.239 0.240 0.240 0.240 
 8475 0.236 0.238 0.239 0.240 0.240 0.240 
 8476 0.236 0.238 0.239 0.240 0.240 0.240 
 8477 0.236 0.238 0.239 0.240 0.240 0.240 
 8478 0.236 0.238 0.239 0.240 0.240 0.240 
 8479 0.236 0.238 0.239 0.240 0.240 0.240 
 8480 0.236 0.238 0.239 0.240 0.240 0.240 
 8481 0.236 0.238 0.238 0.240 0.240 0.240 
 8482 0.236 0.238 0.238 0.240 0.240 0.240 
 8483 0.236 0.238 0.238 0.240 0.240 0.240 
 8484 0.236 0.238 0.238 0.240 0.240 0.240 
 8485 0.236 0.238 0.238 0.240 0.240 0.240 
 8486 0.236 0.238 0.238 0.240 0.240 0.240 
 8487 0.236 0.238 0.238 0.240 0.240 0.240 
 8488 0.236 0.238 0.238 0.240 0.240 0.240 
 8489 0.236 0.238 0.238 0.240 0.240 0.240 
 8490 0.236 0.238 0.239 0.240 0.240 0.240 
 8491 0.236 0.238 0.238 0.240 0.240 0.240 
 8492 0.236 0.238 0.238 0.240 0.240 0.240 
 8493 0.236 0.238 0.238 0.240 0.240 0.240 
 8494 0.236 0.238 0.238 0.240 0.240 0.240 
 8495 0.236 0.238 0.238 0.240 0.240 0.240 
 8496 0.236 0.238 0.238 0.240 0.240 0.240 
 8497 0.236 0.238 0.238 0.240 0.240 0.240 
 8498 0.236 0.238 0.238 0.240 0.240 0.240 
 8499 0.236 0.238 0.238 0.240 0.240 0.240 
 8500 0.236 0.238 0.238 0.240 0.240 0.240 
 8501 0.236 0.238 0.238 0.240 0.240 0.240 
 8502 0.236 0.238 0.238 0.240 0.240 0.240 
 8503 0.236 0.238 0.238 0.240 0.240 0.240 
 8504 0.236 0.238 0.238 0.240 0.240 0.240 
 8505 0.236 0.238 0.238 0.240 0.240 0.240 
 8506 0.236 0.238 0.238 0.240 0.240 0.240 
 8507 0.236 0.238 0.238 0.240 0.240 0.240 
 8508 0.236 0.238 0.238 0.240 0.240 0.240 
 8509 0.236 0.238 0.238 0.240 0.240 0.240 
 8510 0.236 0.238 0.238 0.240 0.240 0.240 
 8511 0.236 0.238 0.238 0.240 0.240 0.240 
 8512 0.236 0.238 0.238 0.240 0.240 0.240 
 8513 0.236 0.238 0.238 0.240 0.240 0.240 
 8514 0.236 0.238 0.238 0.240 0.240 0.240 
 8515 0.236 0.238 0.238 0.240 0.240 0.240 
 8516 0.236 0.238 0.238 0.240 0.240 0.240 
 8517 0.236 0.238 0.238 0.240 0.240 0.240 
 8518 0.236 0.238 0.238 0.240 0.240 0.240 
 8519 0.236 0.238 0.238 0.240 0.240 0.240 
 8520 0.236 0.238 0.238 0.240 0.240 0.240 
 8521 0.236 0.238 0.238 0.240 0.240 0.240 
 8522 0.236 0.238 0.238 0.240 0.240 0.240 
 8523 0.236 0.238 0.238 0.240 0.240 0.240 
 8524 0.236 0.238 0.238 0.240 0.240 0.240 
 8525 0.236 0.238 0.238 0.240 0.240 0.240 
 8526 0.236 0.238 0.238 0.240 0.240 0.240 
 8527 0.236 0.238 0.238 0.240 0.240 0.240 
 8528 0.236 0.238 0.238 0.240 0.240 0.240 
 8529 0.236 0.238 0.238 0.240 0.240 0.240 
 8530 0.236 0.238 0.238 0.240 0.240 0.240 
 8531 0.236 0.238 0.238 0.240 0.240 0.240 
 8532 0.236 0.238 0.238 0.240 0.240 0.240 
 8533 0.236 0.238 0.238 0.240 0.240 0.240 
 8534 0.236 0.238 0.238 0.240 0.240 0.240 
 8535 0.236 0.238 0.238 0.240 0.240 0.240 
 8536 0.236 0.238 0.238 0.240 0.240 0.240 
 8537 0.236 0.238 0.238 0.240 0.240 0.240 
 8538 0.236 0.238 0.238 0.240 0.240 0.240 
 8539 0.236 0.238 0.238 0.240 0.240 0.240 
 8540 0.236 0.238 0.238 0.240 0.240 0.240 
 8541 0.236 0.238 0.238 0.240 0.240 0.240 
 8542 0.236 0.238 0.238 0.240 0.240 0.240 
 8543 0.236 0.238 0.238 0.240 0.240 0.240 
 8544 0.236 0.238 0.238 0.240 0.240 0.240 
 8545 0.236 0.238 0.238 0.240 0.240 0.240 
 8546 0.236 0.238 0.238 0.240 0.240 0.240 
 8547 0.236 0.238 0.238 0.240 0.240 0.240 
 8548 0.236 0.238 0.238 0.240 0.240 0.240 
 8549 0.236 0.238 0.238 0.240 0.240 0.240 
 8550 0.236 0.238 0.238 0.240 0.240 0.240 
 8551 0.236 0.238 0.238 0.240 0.240 0.240 
 8552 0.236 0.238 0.238 0.240 0.240 0.240 
 8553 0.236 0.238 0.238 0.240 0.240 0.240 
 8554 0.236 0.238 0.238 0.240 0.240 0.240 
 8555 0.236 0.238 0.238 0.240 0.240 0.240 
 8556 0.236 0.238 0.238 0.240 0.240 0.240 
 8557 0.236 0.238 0.238 0.240 0.240 0.240 
 8558 0.236 0.238 0.238 0.240 0.240 0.240 
 8559 0.236 0.238 0.238 0.240 0.240 0.240 
 8560 0.236 0.238 0.238 0.240 0.240 0.240 
 8561 0.236 0.238 0.238 0.240 0.240 0.240 
 8562 0.236 0.238 0.238 0.240 0.240 0.240 
 8563 0.236 0.238 0.238 0.240 0.240 0.240 
 8564 0.236 0.238 0.238 0.240 0.240 0.240 
 8565 0.236 0.238 0.238 0.240 0.240 0.240 
 8566 0.236 0.238 0.238 0.240 0.240 0.240 
 8567 0.236 0.238 0.238 0.240 0.240 0.240 
 8568 0.236 0.238 0.238 0.240 0.240 0.240 
 8569 0.236 0.238 0.238 0.240 0.240 0.240 
 8570 0.236 0.238 0.238 0.240 0.240 0.240 
 8571 0.236 0.238 0.238 0.240 0.240 0.240 
 8572 0.236 0.238 0.238 0.240 0.240 0.240 
 8573 0.236 0.238 0.238 0.240 0.240 0.240 
 8574 0.236 0.238 0.238 0.240 0.240 0.240 
 8575 0.236 0.238 0.238 0.240 0.240 0.240 
 8576 0.236 0.238 0.238 0.240 0.240 0.240 
 8577 0.236 0.238 0.238 0.240 0.240 0.240 
 8578 0.236 0.238 0.238 0.240 0.240 0.240 
 8579 0.236 0.238 0.238 0.240 0.240 0.240 
 8580 0.236 0.238 0.238 0.240 0.240 0.240 
 8581 0.236 0.238 0.238 0.240 0.240 0.240 
 8582 0.236 0.238 0.238 0.240 0.240 0.240 
 8583 0.236 0.238 0.238 0.240 0.240 0.240 
 8584 0.236 0.238 0.238 0.240 0.240 0.240 
 8585 0.236 0.238 0.238 0.240 0.240 0.240 
 8586 0.236 0.238 0.238 0.240 0.240 0.240 
 8587 0.236 0.238 0.238 0.240 0.240 0.240 
 8588 0.236 0.238 0.238 0.240 0.240 0.240 
 8589 0.236 0.238 0.238 0.240 0.240 0.240 
 8590 0.236 0.238 0.238 0.240 0.240 0.240 
 8591 0.236 0.238 0.238 0.240 0.240 0.240 
 8592 0.236 0.238 0.238 0.240 0.240 0.240 
 8593 0.236 0.238 0.238 0.240 0.240 0.240 
 8594 0.236 0.238 0.238 0.240 0.240 0.240 
 8595 0.236 0.238 0.238 0.240 0.240 0.240 
 8596 0.236 0.238 0.238 0.240 0.240 0.240 
 8597 0.236 0.238 0.238 0.240 0.240 0.240 
 8598 0.236 0.238 0.238 0.240 0.240 0.240 
 8599 0.236 0.238 0.238 0.240 0.240 0.240 
 8600 0.236 0.238 0.238 0.240 0.240 0.240 
 8601 0.236 0.238 0.238 0.240 0.240 0.240 
 8602 0.236 0.238 0.238 0.240 0.240 0.240 
 8603 0.236 0.238 0.238 0.240 0.240 0.240 
 8604 0.236 0.238 0.238 0.240 0.240 0.240 
 8605 0.236 0.238 0.238 0.240 0.240 0.240 
 8606 0.236 0.238 0.238 0.240 0.240 0.240 
 8607 0.236 0.238 0.238 0.240 0.240 0.240 
 8608 0.236 0.238 0.238 0.240 0.240 0.240 
 8609 0.236 0.238 0.238 0.240 0.240 0.240 
 8610 0.236 0.238 0.238 0.240 0.240 0.240 
 8611 0.236 0.238 0.238 0.240 0.240 0.240 
 8612 0.236 0.238 0.238 0.240 0.240 0.240 
 8613 0.236 0.238 0.238 0.240 0.240 0.240 
 8614 0.236 0.238 0.238 0.240 0.240 0.240 
 8615 0.236 0.238 0.238 0.240 0.240 0.240 
 8616 0.236 0.238 0.238 0.240 0.240 0.240 
 8617 0.236 0.238 0.238 0.240 0.240 0.240 
 8618 0.236 0.238 0.238 0.240 0.240 0.240 
 8619 0.236 0.238 0.238 0.240 0.240 0.240 
 8620 0.236 0.238 0.238 0.240 0.240 0.240 
 8621 0.236 0.238 0.238 0.240 0.240 0.240 
 8622 0.236 0.238 0.238 0.240 0.240 0.240 
 8623 0.236 0.238 0.238 0.240 0.240 0.240 
 8624 0.236 0.238 0.238 0.240 0.240 0.240 
 8625 0.236 0.238 0.238 0.240 0.240 0.240 
 8626 0.236 0.238 0.238 0.240 0.240 0.240 
 8627 0.236 0.238 0.238 0.240 0.240 0.240 
 8628 0.236 0.238 0.238 0.240 0.240 0.240 
 8629 0.236 0.238 0.238 0.240 0.240 0.240 
 8630 0.236 0.238 0.238 0.240 0.240 0.240 
 8631 0.236 0.238 0.238 0.240 0.240 0.240 
 8632 0.236 0.238 0.238 0.240 0.240 0.240 
 8633 0.236 0.238 0.238 0.240 0.240 0.240 
 8634 0.236 0.238 0.238 0.240 0.240 0.240 
 8635 0.236 0.238 0.238 0.240 0.240 0.240 
 8636 0.236 0.238 0.238 0.240 0.240 0.240 
 8637 0.236 0.238 0.238 0.240 0.240 0.240 
 8638 0.236 0.238 0.238 0.240 0.240 0.240 
 8639 0.236 0.238 0.239 0.240 0.240 0.240 
 8640 0.236 0.238 0.239 0.240 0.240 0.240 
 8641 0.236 0.238 0.239 0.240 0.240 0.240 
 8642 0.236 0.238 0.239 0.240 0.240 0.240 
 8643 0.236 0.238 0.238 0.240 0.240 0.240 
 8644 0.236 0.238 0.238 0.240 0.240 0.240 
 8645 0.236 0.238 0.239 0.240 0.240 0.240 
 8646 0.236 0.238 0.239 0.240 0.240 0.240 
 8647 0.236 0.238 0.239 0.240 0.240 0.240 
 8648 0.236 0.238 0.239 0.240 0.240 0.240 
 8649 0.236 0.238 0.239 0.240 0.240 0.240 
 8650 0.236 0.238 0.239 0.240 0.240 0.240 
 8651 0.236 0.238 0.239 0.240 0.240 0.240 
 8652 0.236 0.238 0.239 0.240 0.240 0.240 
 8653 0.236 0.238 0.239 0.240 0.240 0.240 
 8654 0.236 0.238 0.239 0.240 0.240 0.240 
 8655 0.236 0.238 0.239 0.240 0.240 0.240 
 8656 0.236 0.238 0.239 0.240 0.240 0.240 
 8657 0.236 0.238 0.239 0.240 0.240 0.240 
 8658 0.236 0.238 0.238 0.240 0.240 0.240 
 8659 0.236 0.238 0.238 0.240 0.240 0.240 
 8660 0.236 0.238 0.238 0.240 0.240 0.240 
 8661 0.236 0.238 0.238 0.240 0.240 0.240 
 8662 0.236 0.238 0.239 0.240 0.240 0.240 
 8663 0.236 0.238 0.239 0.240 0.240 0.240 
 8664 0.236 0.238 0.238 0.240 0.240 0.240 
 8665 0.236 0.238 0.238 0.240 0.240 0.240 
 8666 0.236 0.238 0.238 0.240 0.240 0.240 
 8667 0.236 0.238 0.238 0.240 0.240 0.240 
 8668 0.236 0.238 0.238 0.240 0.240 0.240 
 8669 0.236 0.238 0.238 0.240 0.240 0.240 
 8670 0.236 0.238 0.238 0.240 0.240 0.240 
 8671 0.236 0.238 0.238 0.240 0.240 0.240 
 8672 0.236 0.238 0.238 0.240 0.240 0.240 
 8673 0.236 0.238 0.238 0.240 0.240 0.240 
 8674 0.236 0.238 0.238 0.240 0.240 0.240 
 8675 0.236 0.238 0.238 0.240 0.240 0.240 
 8676 0.236 0.238 0.238 0.240 0.240 0.240 
 8677 0.236 0.238 0.238 0.240 0.240 0.240 
 8678 0.236 0.238 0.238 0.240 0.240 0.240 
 8679 0.236 0.238 0.238 0.240 0.240 0.240 
 8680 0.236 0.238 0.238 0.240 0.240 0.240 
 8681 0.236 0.238 0.238 0.240 0.240 0.240 
 8682 0.236 0.238 0.238 0.240 0.240 0.240 
 8683 0.236 0.238 0.238 0.240 0.240 0.240 
 8684 0.236 0.238 0.238 0.240 0.240 0.240 
 8685 0.236 0.238 0.238 0.240 0.240 0.240 
 8686 0.236 0.238 0.238 0.240 0.240 0.240 
 8687 0.236 0.238 0.238 0.240 0.240 0.240 
 8688 0.236 0.238 0.238 0.240 0.240 0.240 
 8689 0.236 0.238 0.238 0.240 0.240 0.240 
 8690 0.236 0.238 0.238 0.240 0.240 0.240 
 8691 0.236 0.238 0.238 0.240 0.240 0.240 
 8692 0.236 0.238 0.238 0.240 0.240 0.240 
 8693 0.236 0.238 0.238 0.240 0.240 0.240 
 8694 0.236 0.238 0.238 0.240 0.240 0.240 
 8695 0.236 0.238 0.238 0.240 0.240 0.240 
 8696 0.236 0.238 0.238 0.240 0.240 0.240 
 8697 0.236 0.238 0.238 0.240 0.240 0.240 
 8698 0.236 0.238 0.238 0.240 0.240 0.240 
 8699 0.236 0.238 0.238 0.240 0.240 0.240 
 8700 0.236 0.238 0.238 0.240 0.240 0.240 
 8701 0.236 0.238 0.238 0.240 0.240 0.240 
 8702 0.236 0.238 0.238 0.240 0.240 0.240 
 8703 0.236 0.238 0.238 0.240 0.240 0.240 
 8704 0.236 0.238 0.238 0.240 0.240 0.240 
 8705 0.236 0.238 0.238 0.240 0.240 0.240 
 8706 0.236 0.238 0.238 0.240 0.240 0.240 
 8707 0.236 0.238 0.238 0.240 0.240 0.240 
 8708 0.236 0.238 0.238 0.240 0.240 0.240 
 8709 0.236 0.238 0.238 0.240 0.240 0.240 
 8710 0.236 0.238 0.238 0.240 0.240 0.240 
 8711 0.236 0.238 0.238 0.240 0.240 0.240 
 8712 0.236 0.238 0.238 0.240 0.240 0.240 
 8713 0.236 0.238 0.238 0.240 0.240 0.240 
 8714 0.236 0.238 0.238 0.240 0.240 0.240 
 8715 0.236 0.238 0.238 0.240 0.240 0.240 
 8716 0.236 0.238 0.238 0.240 0.240 0.240 
 8717 0.236 0.238 0.238 0.240 0.240 0.240 
 8718 0.236 0.238 0.238 0.240 0.240 0.240 
 8719 0.236 0.238 0.238 0.240 0.240 0.240 
 8720 0.236 0.238 0.238 0.240 0.240 0.240 
 8721 0.236 0.238 0.238 0.240 0.240 0.240 
 8722 0.236 0.238 0.238 0.240 0.240 0.240 
 8723 0.236 0.238 0.238 0.240 0.240 0.240 
 8724 0.236 0.238 0.238 0.240 0.240 0.240 
 8725 0.236 0.238 0.238 0.240 0.240 0.240 
 8726 0.236 0.238 0.238 0.240 0.240 0.240 
 8727 0.236 0.238 0.238 0.240 0.240 0.240 
 8728 0.236 0.238 0.238 0.240 0.240 0.240 
 8729 0.236 0.238 0.238 0.240 0.240 0.240 
 8730 0.236 0.238 0.238 0.240 0.240 0.240 
 8731 0.236 0.238 0.238 0.240 0.240 0.240 
 8732 0.236 0.238 0.238 0.240 0.240 0.240 
 8733 0.236 0.238 0.238 0.240 0.240 0.240 
 8734 0.236 0.238 0.238 0.240 0.240 0.240 
 8735 0.236 0.238 0.238 0.240 0.240 0.240 
 8736 0.236 0.238 0.238 0.240 0.240 0.240 
 8737 0.236 0.238 0.238 0.240 0.240 0.240 
 8738 0.236 0.238 0.238 0.240 0.240 0.240 
 8739 0.236 0.238 0.238 0.240 0.240 0.240 
 8740 0.236 0.238 0.238 0.240 0.240 0.240 
 8741 0.236 0.238 0.238 0.240 0.240 0.240 
 8742 0.236 0.238 0.238 0.240 0.240 0.240 
 8743 0.236 0.238 0.238 0.240 0.240 0.240 
 8744 0.236 0.238 0.238 0.240 0.240 0.240 
 8745 0.236 0.238 0.238 0.240 0.240 0.240 
 8746 0.236 0.238 0.238 0.240 0.240 0.240 
 8747 0.236 0.238 0.238 0.240 0.240 0.240 
 8748 0.236 0.238 0.238 0.240 0.240 0.240 
 8749 0.236 0.238 0.238 0.240 0.240 0.240 
 8750 0.236 0.238 0.238 0.240 0.240 0.240 
 8751 0.236 0.238 0.238 0.240 0.240 0.240 
 8752 0.236 0.238 0.238 0.240 0.240 0.240 
 8753 0.236 0.238 0.238 0.240 0.240 0.240 
 8754 0.236 0.238 0.238 0.240 0.240 0.240 
 8755 0.236 0.238 0.238 0.240 0.240 0.240 
 8756 0.236 0.238 0.238 0.240 0.240 0.240 
 8757 0.236 0.238 0.238 0.240 0.240 0.240 
 8758 0.236 0.238 0.238 0.240 0.240 0.240 
 8759 0.236 0.238 0.238 0.240 0.240 0.240 
 8760 0.236 0.238 0.238 0.240 0.240 0.240 
 8761 0.236 0.238 0.238 0.240 0.240 0.240 
 8762 0.236 0.238 0.238 0.240 0.240 0.240 
 8763 0.236 0.238 0.238 0.240 0.240 0.240 
 8764 0.236 0.238 0.238 0.240 0.240 0.240 
 8765 0.236 0.238 0.238 0.240 0.240 0.240 
 8766 0.236 0.238 0.238 0.240 0.240 0.240 
 8767 0.236 0.238 0.238 0.240 0.240 0.240 
 8768 0.236 0.238 0.238 0.240 0.240 0.240 
 8769 0.236 0.238 0.238 0.240 0.240 0.240 
 8770 0.236 0.238 0.238 0.240 0.240 0.240 
 8771 0.236 0.238 0.238 0.240 0.240 0.240 
 8772 0.236 0.238 0.238 0.240 0.240 0.240 
 8773 0.236 0.238 0.238 0.240 0.240 0.240 
 8774 0.236 0.238 0.238 0.240 0.240 0.240 
 8775 0.236 0.238 0.238 0.240 0.240 0.240 
 8776 0.236 0.238 0.238 0.240 0.240 0.240 
 8777 0.236 0.238 0.238 0.240 0.240 0.240 
 8778 0.236 0.238 0.238 0.240 0.240 0.240 
 8779 0.236 0.238 0.238 0.240 0.240 0.240 
 8780 0.236 0.238 0.238 0.240 0.240 0.240 
 8781 0.236 0.238 0.238 0.240 0.240 0.240 
 8782 0.236 0.238 0.238 0.240 0.240 0.240 
 8783 0.236 0.238 0.238 0.240 0.240 0.240 
 8784 0.236 0.238 0.238 0.240 0.240 0.240 
 8785 0.236 0.238 0.238 0.240 0.240 0.240 
 8786 0.236 0.238 0.238 0.240 0.240 0.240 
 8787 0.236 0.238 0.238 0.240 0.240 0.240 
 8788 0.236 0.238 0.238 0.240 0.240 0.240 
 8789 0.236 0.238 0.238 0.240 0.240 0.240 
 8790 0.236 0.238 0.238 0.240 0.240 0.240 
 8791 0.236 0.238 0.238 0.240 0.240 0.240 
 8792 0.236 0.238 0.238 0.240 0.240 0.240 
 8793 0.236 0.238 0.238 0.240 0.240 0.240 
 8794 0.236 0.238 0.238 0.240 0.240 0.240 
 8795 0.236 0.238 0.238 0.240 0.240 0.240 
 8796 0.236 0.238 0.238 0.240 0.240 0.240 
 8797 0.236 0.238 0.238 0.240 0.240 0.240 
 8798 0.236 0.238 0.238 0.240 0.240 0.240 
 8799 0.236 0.238 0.238 0.240 0.240 0.240 
 8800 0.236 0.238 0.238 0.240 0.240 0.240 
 8801 0.236 0.238 0.238 0.240 0.240 0.240 
 8802 0.236 0.238 0.238 0.240 0.240 0.240 
 8803 0.236 0.238 0.238 0.240 0.240 0.240 
 8804 0.236 0.238 0.238 0.240 0.240 0.240 
 8805 0.236 0.238 0.238 0.240 0.240 0.240 
 8806 0.236 0.238 0.238 0.240 0.240 0.240 
 8807 0.236 0.238 0.238 0.240 0.240 0.240 
 8808 0.236 0.238 0.238 0.240 0.240 0.240 
 8809 0.236 0.238 0.238 0.240 0.240 0.240 
 8810 0.236 0.238 0.238 0.240 0.240 0.240 
 8811 0.236 0.238 0.238 0.240 0.240 0.240 
 8812 0.236 0.238 0.238 0.240 0.240 0.240 
 8813 0.236 0.238 0.238 0.240 0.240 0.240 
 8814 0.236 0.238 0.238 0.240 0.240 0.240 
 8815 0.236 0.238 0.238 0.240 0.240 0.240 
 8816 0.236 0.238 0.238 0.240 0.240 0.240 
 8817 0.236 0.238 0.238 0.240 0.240 0.240 
 8818 0.236 0.238 0.238 0.240 0.240 0.240 
 8819 0.236 0.238 0.238 0.240 0.240 0.240 
 8820 0.236 0.238 0.238 0.240 0.240 0.240 
 8821 0.236 0.238 0.238 0.240 0.240 0.240 
 8822 0.236 0.238 0.238 0.240 0.240 0.240 
 8823 0.236 0.238 0.238 0.240 0.240 0.240 
 8824 0.236 0.238 0.238 0.240 0.240 0.240 
 8825 0.236 0.238 0.238 0.240 0.240 0.240 
 8826 0.236 0.238 0.238 0.240 0.240 0.240 
 8827 0.236 0.238 0.238 0.240 0.240 0.240 
 8828 0.236 0.238 0.238 0.240 0.240 0.240 
 8829 0.236 0.238 0.238 0.240 0.240 0.240 
 8830 0.236 0.238 0.238 0.240 0.240 0.240 
 8831 0.236 0.238 0.238 0.240 0.240 0.240 
 8832 0.236 0.238 0.238 0.240 0.240 0.240 
 8833 0.236 0.238 0.238 0.240 0.240 0.240 
 8834 0.236 0.238 0.238 0.240 0.240 0.240 
 8835 0.236 0.238 0.238 0.240 0.240 0.240 
 8836 0.236 0.238 0.238 0.240 0.240 0.240 
 8837 0.236 0.238 0.238 0.240 0.240 0.240 
 8838 0.236 0.238 0.238 0.240 0.240 0.240 
 8839 0.236 0.238 0.238 0.240 0.240 0.240 
 8840 0.236 0.238 0.238 0.240 0.240 0.240 
 8841 0.236 0.238 0.238 0.240 0.240 0.240 
 8842 0.236 0.238 0.238 0.240 0.240 0.240 
 8843 0.236 0.238 0.238 0.240 0.240 0.240 
 8844 0.236 0.238 0.238 0.240 0.240 0.240 
 8845 0.236 0.238 0.238 0.240 0.240 0.240 
 8846 0.236 0.238 0.238 0.240 0.240 0.240 
 8847 0.236 0.238 0.238 0.240 0.240 0.240 
 8848 0.236 0.238 0.238 0.240 0.240 0.240 
 8849 0.236 0.238 0.238 0.240 0.240 0.240 
 8850 0.236 0.238 0.238 0.240 0.240 0.240 
 8851 0.236 0.238 0.238 0.240 0.240 0.240 
 8852 0.236 0.238 0.238 0.240 0.240 0.240 
 8853 0.236 0.238 0.239 0.240 0.240 0.240 
 8854 0.236 0.238 0.239 0.240 0.240 0.240 
 8855 0.236 0.238 0.239 0.240 0.240 0.240 
 8856 0.236 0.238 0.238 0.240 0.240 0.240 
 8857 0.236 0.238 0.238 0.240 0.240 0.240 
 8858 0.236 0.238 0.238 0.240 0.240 0.240 
 8859 0.236 0.238 0.238 0.240 0.240 0.240 
 8860 0.236 0.238 0.238 0.240 0.240 0.240 
 8861 0.236 0.238 0.238 0.240 0.240 0.240 
 8862 0.236 0.238 0.238 0.240 0.240 0.240 
 8863 0.236 0.238 0.238 0.240 0.240 0.240 
 8864 0.236 0.238 0.238 0.240 0.240 0.240 
 8865 0.236 0.238 0.238 0.240 0.240 0.240 
 8866 0.236 0.238 0.239 0.240 0.240 0.240 
 8867 0.236 0.238 0.239 0.240 0.240 0.240 
 8868 0.236 0.238 0.238 0.240 0.240 0.240 
 8869 0.236 0.238 0.238 0.240 0.240 0.240 
 8870 0.236 0.238 0.238 0.240 0.240 0.240 
 8871 0.236 0.238 0.238 0.240 0.240 0.240 
 8872 0.236 0.238 0.239 0.240 0.240 0.240 
 8873 0.236 0.238 0.239 0.240 0.240 0.240 
 8874 0.236 0.238 0.239 0.240 0.240 0.240 
 8875 0.236 0.238 0.239 0.240 0.240 0.240 
 8876 0.236 0.238 0.239 0.240 0.240 0.240 
 8877 0.236 0.238 0.239 0.240 0.240 0.240 
 8878 0.236 0.238 0.239 0.240 0.240 0.240 
 8879 0.236 0.238 0.239 0.240 0.240 0.240 
 8880 0.236 0.238 0.239 0.240 0.240 0.240 
 8881 0.236 0.238 0.239 0.240 0.240 0.240 
 8882 0.236 0.238 0.239 0.240 0.240 0.240 
 8883 0.236 0.238 0.239 0.240 0.240 0.240 
 8884 0.236 0.238 0.239 0.240 0.240 0.240 
 8885 0.236 0.238 0.239 0.240 0.240 0.240 
 8886 0.236 0.238 0.239 0.240 0.240 0.240 
 8887 0.236 0.238 0.239 0.240 0.240 0.240 
 8888 0.236 0.238 0.239 0.240 0.240 0.240 
 8889 0.236 0.238 0.239 0.240 0.240 0.240 
 8890 0.236 0.238 0.239 0.240 0.240 0.240 
 8891 0.236 0.238 0.239 0.240 0.240 0.240 
 8892 0.236 0.238 0.239 0.240 0.240 0.240 
 8893 0.236 0.238 0.239 0.240 0.240 0.240 
 8894 0.236 0.238 0.238 0.240 0.240 0.240 
